,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScoreVBF >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300
HHbbVV,0.9147081031687907,0.9147081031687907,0.9087910422523933,0.9039911771807736,0.009583006101330529,0.004381194011370422,0.004381194011370422,0.004357890672393658,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6648232888972543,0.6615304688795937,0.00788960936073556,0.00411748999361933,0.00411748999361933,0.004092562615081293,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6919837261137559,0.6895359500254084,0.006712782273108666,0.0036455279384258465,0.0036455279384258465,0.003571157093297201,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1863320607318555,1.1793065385470574,0.011679732100180841,0.006281119599656743,0.006281119599656743,0.006239447346966162,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017017363606822954,0.016929960784848687,0.0010182413488011273,0.0005115903968662564,0.0005115903968662564,0.0005115903968662564,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.040636795335303,9.026372449520458,1.7081152484540758,1.0263391294632465,1.0250256555103756,1.021409345565228,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.235710988413302,15.208705941882577,2.787331700253803,1.6796309571345178,1.6769506828797145,1.6733462116256739,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.017297188158115442,0.01721631337755096,0.00048388494976109184,0.0002355481231587384,0.00023381029176605987,0.00023178369130116372,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.123037690630078,8.112049494318502,1.606992258320908,0.9694281400827344,0.9677199732339612,0.964409298349002,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.045925054049681675,0.04568813387406423,0.003876777104624988,0.0021269241410751313,0.0021269241410751313,0.0021269241410751313,,
QCD,717986.216814939,956785.8146709627,948644.7035294859,941689.1725997124,5.766758281634221,0.0,0.0,0.0,,
TT,63126.80979180276,63126.80979180276,62748.65359108715,62350.558550020374,1.7730969429889694,-0.014322698241955409,-0.014322698241955409,-0.014322698241955409,,
ST,5417.824558008516,5417.824558008516,5380.019529035428,5352.781145230527,0.055091396808934615,0.0,0.0,0.0,,
W+Jets,9487.889178263631,9487.889178263631,9424.098448265346,9376.427000646685,0.43288591168609253,0.09674163352935557,0.09674163352935557,0.09674163352935557,,
Z+Jets,12055.822300436781,12055.822300436781,11970.280347915328,11907.501953889905,0.13412189797405288,0.0,0.0,0.0,,
Diboson,544.751536187187,544.751536187187,541.0881926888653,539.2414054191454,0.0,0.0,0.0,0.0,,
ggFHbb,120.74204174793252,120.74204174793252,120.07042524743345,119.27825223478067,0.0,0.0,0.0,0.0,,
VBFHbb,32.24173303425971,32.24173303425971,32.11233185743809,31.972834248054944,0.0,0.0,0.0,0.0,,
ZHbb,32.70020301080715,32.70020301080715,32.50629199227846,32.37127325754241,0.0,0.0,0.0,0.0,,
WHbb,56.014320595270185,56.014320595270185,55.67763486575412,55.48629077310594,0.0,0.0,0.0,0.0,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8517784616619,4.8285634978383225,0.0002247348412580244,0.0,0.0,0.0,,
ttHbb,156.94119216557863,156.94119216557863,156.03648620372667,155.10345329641785,0.0053023453275395736,0.001073905122834825,0.001073905122834825,0.001073905122834825,,
HWW,80.56791059341468,80.56791059341468,80.16639644289663,79.67713590709836,0.07893740375718174,0.012051867493711397,0.012051867493711397,0.012051867493711397,,
Data,1047903.0,1047903.0,,,24.0,1.0,1.0,1.0,1047903.0,1047903.0
