,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.0695124483619973,0.0483365154581579,0.044506988821342006,0.04444863714372748,0.04421591021020461,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6649531572120448,0.6617354385600798,0.05083648354557699,0.035128093385876545,0.03174410074492538,0.03167904862118034,0.031572075423212026,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6920514447111688,0.6892047021562906,0.03612415851678723,0.025544489200280684,0.022532839586939184,0.02246544386151474,0.022401526963138747,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1863493648635597,1.17930333767202,0.08945081586762725,0.06402658367741779,0.05852169534595904,0.05838812405356483,0.05818794268283079,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017030078444247275,0.016924919012766975,0.0010082755104774774,0.0007388681610223475,0.00048785541677170085,0.00048785541677170085,0.00048144947087571603,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,0.9531585006714414,0.7149629087427394,0.3249375881936522,0.3241380297612902,0.32258843500244955,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.23647158421826,15.20829496277662,1.5989787858851825,1.200290695415968,0.5434807187646188,0.5418664714493988,0.5386919905841753,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.017299990201845,0.017214419089199705,0.0005790239487400009,0.00036283549329928195,0.00024047688512121901,0.00024047688512121901,0.00023845750622505262,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.123943352838433,8.11286122859791,0.8826671839840233,0.6670863995631812,0.29788254815782456,0.2973272043972065,0.2960957482649317,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.0459311591300662,0.04565497610400018,0.004053409671586409,0.002977417921318732,0.0017040407298462223,0.0017040407298462223,0.0016981976584562702,
QCD,717986.216814939,956785.8146709627,948406.4124347997,941617.267942029,38.675335962487175,0.555839799505896,0.555839799505896,0.555839799505896,0.555839799505896,
TT,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,16.844510351095607,3.1216893876147656,3.180827545823485,2.848895270349805,2.7750606188244937,
ST,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,0.9193353190391875,0.30245845618708966,0.30245845618708966,0.30245845618708966,0.30245845618708966,
W+Jets,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,4.343735840135662,1.0371520695821397,1.0371520695821397,1.0371520695821397,1.0371520695821397,
Z+Jets,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,2.731005739872735,1.198281146340021,1.198281146340021,1.198281146340021,1.198281146340021,
Diboson,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0,0.0,
ggFHbb,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,0.019332181450584476,
VBFHbb,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0,0.0,
ZHbb,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.005904869007387837,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,
WHbb,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.006447934325647545,0.0023982220543541906,0.0023982220543541906,0.0023982220543541906,0.0023982220543541906,
ggZHbb,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0007828385699077611,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367,
ttHbb,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.0468376391990214,0.01551309217541196,0.014439187052577133,0.01348538761625966,0.012765284726631703,
HWW,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.6738473314273857,0.21009754501722364,0.19807446417431157,0.19171693428660772,0.18097948298520444,
Data,1047903.0,1047903.0,1047903.0,1047903.0,,33.0,33.0,33.0,32.0,182.0
