,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 350,VVFatJetPt_JES_up >= 350,bbFatJetPt_JES_up >= 400 or VVFatJetPt_JES_up >= 400,90.0 ≤ bbFatJetParticleNetMass < 110.0 or 150.0 ≤ bbFatJetParticleNetMass < 170.0,bbFatJetParticleNetMD_Txbb >= 0.987,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),31.013465093614588,31.013465093614588,30.98766887037498,30.94950193397809,30.94456120213139,4.131521840755688,2.2114736532432024,1.2307420137542218,1.2296618513479936,1.2268952703493703,,,
QCD,1117757.9198795077,1251971.8257647846,1105549.59370053,1021329.7516689496,960667.4731143379,233687.67139149265,19114.067206348773,753.1342727794304,753.1342727794304,753.1342727794304,,,
TT,114729.520688572,114729.520688572,103599.74745728384,93619.3003460447,90459.03080824536,25268.417569792415,1660.4514267061124,70.28240544814577,64.3248264798861,62.197590925819156,,,
ST,9991.097357360095,9991.097357360095,8912.732392153413,8241.245864575521,7984.7180717082765,2146.8295525687045,146.0939059496714,9.54687946041875,8.732627210014153,8.255213123970368,,,
W+Jets,14710.822213085146,14710.822213085146,13457.618013566465,12524.789518194004,12021.64481310384,2984.6027730712703,221.89181939323225,17.07294024762267,16.95620488979226,16.95620488979226,,,
Z+Jets,21597.004857058182,21597.004857058182,19400.58851275338,18095.476586413675,17312.991950153075,7991.211716286815,2825.8120574617815,110.83919104282256,110.83919104282256,110.3565924502388,,,
Diboson,936.1606241609029,936.1606241609029,854.0576235376294,808.9537912480199,777.1374693034588,338.4666615478934,118.10788936225626,6.0152410044008775,5.742051333204875,5.742051333204875,,,
ggFHbb,224.56874142701201,224.56874142701201,205.7732416903081,186.84217323885284,177.35265561665736,25.630298921103,9.6792796825349,0.31354482553592306,0.31354482553592306,0.31354482553592306,,,
VBFHbb,66.27722451912622,66.27722451912622,60.98406856544045,56.74996505823215,54.675112016044,7.071867312872139,2.815215679186847,0.09224827903124713,0.09224827903124713,0.09224827903124713,,,
ZHbb,63.465766584473805,63.465766584473805,57.940243991699205,55.02203318462641,52.61910730778478,11.238967725061794,5.384471299369306,0.14309173877123277,0.14309173877123277,0.14309173877123277,,,
WHbb,108.86564442012758,108.86564442012758,98.98339434176201,94.9793552018583,90.88833922234261,13.05502247875954,4.71745285734999,0.37226901204689533,0.37226901204689533,0.3656234556477133,,,
ggZHbb,9.5080271296301,9.5080271296301,8.57626932635681,7.9288841785111615,7.653663143159653,1.718285465805932,0.6091606374072864,0.01724536039149669,0.01724536039149669,0.01724536039149669,,,
ttHbb,312.2634270090423,312.2634270090423,281.02384923469947,253.23244305144075,247.58797473486015,57.23714061233672,8.071072693021282,0.30409159048778694,0.27892095882582807,0.26073560317312333,,,
HWW,150.6196638895773,150.6196638895773,136.159076295388,120.83599124728971,117.84837269088797,32.859798184599995,3.270761852824309,0.7892492186935611,0.7652491321891868,0.7470328545064618,,,
Data,1414872.0,1414872.0,,,,287601.0,23307.0,1247.0,1233.0,1223.0,1283242.0,1192162.0,1159898.0
