,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[4000]->H(bb)Y[150](VV),0.93 +0.08-0.05,+0.03-0.04,0.010941970432506685,0.010309957687072087,0.003911426279644814,0.009494415592191097,+0.08-0.03
