,SF,syst_unc,stat_unc,sj_pt_unc,sj_matching_unc
HHbbVV,1.04 ± 0.19,0.1416107437110354,0.05994779587787486,0.0011858075795295653,0.1036008070774484
qqHH_CV_1_C2V_0_kl_1_HHbbVV,1.03 ± 0.13,0.0010844256262934825,0.06682833514194171,0.0024685813180774915,0.10586411930595281
