,Pre-selection,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,0.8 ≤ bbFatJetParticleNetMD_Txbb < 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,0.9148011663070708,0.9023550701523806,0.8922164777611142,0.2969982155039554,0.29640051051853616,0.2943730164817145
ggHH_kl_2p45_kt_1_HHbbVV,0.6684783958954693,0.6602280471196562,0.6536627676239384,0.2265766437002728,0.22621637759903682,0.22480552813114799
ggHH_kl_5_kt_1_HHbbVV,0.6962224788343129,0.68826027367557,0.6815807987728579,0.30251628699956773,0.30168919802886696,0.30014523620609984
ggHH_kl_0_kt_1_HHbbVV,1.195063655467889,1.177425113130468,1.1624124550573232,0.3882328703111362,0.38755530240119995,0.38517488966843105
VBFHHbbVV,0.017142810635160908,0.016946948831945308,0.016740582815179254,0.005741901395861368,0.005723318055164703,0.005669092781555404
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.06053072424809,9.022131227388936,8.992835649888317,2.429984372251835,2.4251879517627266,2.411995223540779
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269120424149463,15.199932382842736,15.145314901506145,4.103921886590094,4.0941707829050396,4.073517876198501
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.017385389144890753,0.01719563669461592,0.017032598673655176,0.008350734415791677,0.008322999242321251,0.008268653144794386
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138205254076299,8.106981418397858,8.0837144471882,2.1806904390567365,2.1752593029539895,2.1632962121109878
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04621106714203778,0.04564902915241258,0.045113103521711495,0.013992001200545612,0.013963101021524569,0.013913234891639151
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,4.867363695687485,4.847164914729352,4.8318163745125045,1.304363202430747,1.3013501003137538,1.2942776825381967
