,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,1.6622831322729013,0.15281003721924208,0.07215700029989047,0.07202578723894074,0.07165644475016567
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,1197320.5901011575,95.21313841668274,6.402886258907781,6.402886258907781,6.402886258907781
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,125270.65565601869,47.15686379776034,2.6610085398581096,2.599614531183057,2.5763258360546826
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,11140.216087346873,3.735952520991079,0.39877103623281684,0.39877103623281684,0.39877103623281684
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,15837.252812675071,11.397756948667556,1.222566096490774,1.222566096490774,1.222566096490774
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,22631.532243401547,6.592990370739037,1.101331284309805,1.101331284309805,1.101331284309805
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,221.84267517383097,0.033456804525291706,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,66.83210447714222,0.013659312559783688,0.00827873117935147,0.00827873117935147,0.00827873117935147
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,115.91871822958542,0.03880163865684299,0.012662229196964405,0.012662229196964405,0.012662229196964405
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,10.25756398183547,0.002641035681816684,0.001538614022608408,0.001538614022608408,0.001538614022608408
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,352.00471234264467,0.14356631723901447,0.03246838365422869,0.02971590043547876,0.029579156760244613
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,170.30271771214433,1.637966458313158,0.25542642619985656,0.2545750177532894,0.24138026730021442
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,1383039.0,342.0,36.0,36.0,35.0
