,SF,syst_unc,stat_unc,sj_pt_unc,sj_matching_unc
HHbbVV,1.04 ± 0.16,0.11519200967615001,0.06657887986047198,0.0013009207114169513,0.08098581119108979
qqHH_CV_1_C2V_0_kl_1_HHbbVV,1.05 ± 0.13,0.041747241004338916,0.07090984700751168,0.0037823003011776507,0.08723575301378556
