,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_up ≥ 300,VVFatJetPt_JES_up ≥ 300,BDTScore_JES_up ≥ 0.994,bbFatJetParticleNetMD_Txbb ≥ 0.9137,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.994
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9627053590859099,0.9626195325143448,0.1173460032977762,0.10542241209159021,,,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,951712.1943890575,951598.2071610591,228.5079405604795,140.87213688043462,,,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49530.16373826935,49522.744044389656,41.08314294313862,23.9521095132084,,,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3575.575144620543,3575.04448299104,3.879642093898223,2.131665912388372,,,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22714.82634095938,22712.854992275392,20.197370201257677,12.630210597772841,,,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,352.5916898055027,352.5916898055027,0.03266233593561373,0.0,,,
Data,1028022.0,1028022.0,1028022.0,1028022.0,,,,274.0,1028022.0,1028022.0,550.0
