,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_down ≥ 300,VVFatJetPt_JER_down ≥ 300,BDTScore_JER_down ≥ 0.994,bbFatJetParticleNetMD_Txbb ≥ 0.9137,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.994
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.956532343152983,0.9508032330035896,0.1162757316164081,0.10451981219760934,,,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943500.0599169283,936644.3941367903,186.6886934086558,105.78063039403278,,,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49191.6781366848,48836.50157015109,40.55944450405214,23.604841148253154,,,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3549.9591124149474,3529.800053659399,4.030761740959132,2.282785559449281,,,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22550.12723383685,22425.565638460026,20.643682565414686,12.606835161544655,,,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.5879608030585,349.0637051113432,0.03266233593561373,0.0,,,
Data,1028022.0,1028022.0,1028022.0,1028022.0,,,,274.0,1028022.0,1028022.0,550.0
