,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_down ≥ 300,VVFatJetPt_JES_down ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.9137,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9498505517368356,0.9392523630730416,0.9392523630730416,0.10492587093819607,,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,934044.3323864582,920289.1714498617,920289.1714498617,407095.5316653327,,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,48884.594973908665,48213.36178551911,48213.36178551911,19095.80230231312,,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3527.6535824120406,3490.0372352086715,3490.0372352086715,1515.9265350834635,,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22376.68609517085,22117.428496185625,22117.428496185625,8305.724661803748,,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,348.1424902295061,344.4598196954569,344.4598196954569,118.65540262713836,,
Data,1028022.0,1028022.0,1028022.0,1028022.0,,,1028022.0,484294.0,1028022.0,1028022.0
