,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,0.08540800690936251,0.05835751116808017,0.053386173354009026,0.05330851338768988,0.053080897097557686
ggHH_kl_2p45_kt_1_HHbbVV,0.8015758690220187,0.8015758690220187,0.7966181927909652,0.7929251357407407,0.06044410305273977,0.042136152482303964,0.037648079046124334,0.037611713722038295,0.037471272340769746
ggHH_kl_5_kt_1_HHbbVV,0.8397792227107982,0.8397792227107982,0.8351909835840614,0.8317756967171981,0.04408614216516897,0.029284416146989727,0.026584012796062675,0.026584012796062675,0.026546443530990036
ggHH_kl_0_kt_1_HHbbVV,1.4337517442784347,1.4337517442784347,1.4226156102926775,1.4129101659183219,0.09803332166173026,0.06641375211549663,0.05987452206393448,0.059675845678468266,0.05952359054468547
VBFHHbbVV,0.02157241124523907,0.02157241124523907,0.021438896099242835,0.021315873451069035,0.0014475151225030775,0.00101968470024271,0.0006370762963696216,0.0006350903232569427,0.0006261479526034768
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,1.1462294713020562,0.8630808530601219,0.38776863222666913,0.38692874765430857,0.3851711849994087
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.523340727906472,18.523340727906472,18.47731328698665,18.44388166206678,1.9007825835583438,1.4203619393579376,0.6544929943516427,0.6532292962063283,0.6509519150727334
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.021501518954477026,0.021501518954477026,0.021387774292197015,0.02128691499756289,0.0007636812712658037,0.000500164939570059,0.0003093953462279091,0.0003071095199195993,0.0003071095199195993
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95063113617899,9.95063113617899,9.931050331915193,9.916982995696745,1.058383662695986,0.7945032688141226,0.3495125215554381,0.3487603146811473,0.3475247605417298
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.05626247636667933,0.05626247636667933,0.05592359011921978,0.05559233902875846,0.004277143721151016,0.003079344419110712,0.001921155746091671,0.001921155746091671,0.0019058823420251604
QCD,900603.372757249,1219440.0804636534,1208187.047601593,1199914.6854996895,48.4456170510766,12.57486236168873,12.57486236168873,12.57486236168873,12.57486236168873
TT,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,21.916979892892947,4.253876238590889,4.15928352407971,3.783767972452853,3.436504014126813
ST,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,1.5840331288304617,0.0,0.0,0.0,0.0
W+Jets,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,4.643085835706761,0.3048935812949931,0.3048935812949931,0.3048935812949931,0.3048935812949931
Z+Jets,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,2.641170233257493,1.2896019755210346,1.2896019755210346,1.2896019755210346,1.2896019755210346
Diboson,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,0.0,0.0,0.0,0.0,0.0
ggFHbb,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.0,0.0,0.0,0.0,0.0
VBFHbb,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.0,0.0,0.0,0.0,0.0
ZHbb,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.007126048417925865,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316
WHbb,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.011822148038461931,0.011822148038461931,0.011822148038461931,0.011822148038461931,0.011822148038461931
ggZHbb,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.00047704591933229177,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128,0.00023700317884601128
ttHbb,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.058121301780015074,0.026370262416710727,0.026370262416710727,0.02322288727093562,0.01927554069600807
HWW,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,0.8724578694995779,0.2363293693031022,0.21982984443621567,0.20552088035052504,0.1961963796885433
Data,1331012.0,1331012.0,1331012.0,1331012.0,266.0,49.0,47.0,47.0,47.0
