,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,9.74378835705828,5.700553584435946,5.692723496489326,5.673689250376046
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247814.9781850395,1244750.07933536,468.50801464824445,49.24643682257147,49.24643682257147,44.357153488009914
TT,114729.52068857195,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,102.17610534114871,7.46809037105393,7.2793763827682945,6.793786154737044
ST,9991.097357360093,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,15.573363110864257,2.1969253715006882,2.1969253715006882,2.1475666840344205
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,19.038669011519207,2.066380495438748,2.066380495438748,2.066380495438748
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,12.979425463202087,3.5101435024757355,3.5101435024757355,3.4599601039318233
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,2.9318926408312667,1.406937244892464,1.406937244892464,1.406937244892464
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.10170029898588534,0.07954188256960998,0.07954188256960998,0.07954188256960998
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.18009071439624003,0.06608754805237693,0.06608754805237693,0.06608754805237693
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.05571532234479549,0.026157897242964745,0.026157897242964745,0.026157897242964745
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.08106779496379259,0.045610477504547414,0.045610477504547414,0.045610477504547414
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.008862194697689405,0.002805463339254302,0.002805463339254302,0.002805463339254302
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.2250105809549541,0.03830423824461763,0.03574103790350034,0.03410228556834675
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.5835489455418568,0.26273483426200883,0.2571396294467951,0.25029082329398844
Data,1414872.0,1414872.0,1414872.0,1414872.0,1414872.0,1180.0,94.0,90.0,87.0
