,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[3000]->H(bb)Y[250](VV),0.94 +0.07-0.06,+0.04-0.05,0.006195787812261824,0.004682955992391282,0.0058295766669231395,0.03314663249203183,+0.05-0.02
