,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
X[900]->H(bb)Y[80](VV),0.99 +0.08-0.05,+0.03-0.03,0.001407714606084263,0.00033052083914001084,0.0075750702526532565,0.027101763703406678,+0.07-0.03
