,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScoreVBF < 0.999,BDTScore >= 0.99,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,1.6381645128552338,0.23427756434296534,0.11332623575957071,0.11315315514044047,0.11258373362911808
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247814.9781850395,1244750.07933536,1244732.1343265425,419.75159203589413,12.848304444086988,12.848304444086988,12.848304444086988
TT,114729.52068857195,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,114013.39252180453,99.76961334369693,6.772030039965539,6.294689624082355,6.154878281345712
ST,9991.097357360093,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,9928.917874231587,9.323634949532194,0.6388421254594311,0.6388421254594311,0.5894834379931636
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,14640.307900717218,21.882135568940388,2.0520911947947362,2.0520911947947362,2.0520911947947362
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,21478.311853248793,14.772647529968364,4.377609202701708,4.377609202701708,4.377609202701708
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,930.6761200627391,0.3103662126559164,0.0,0.0,0.0
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,223.5656191986538,0.06590367303575266,0.006494472933293403,0.006494472933293403,0.006494472933293403
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,65.99365088886346,0.00781540855142399,0.007053118410133913,0.007053118410133913,0.007053118410133913
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,63.23426270035958,0.04761786823861873,0.02544591258197918,0.02544591258197918,0.02544591258197918
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,108.51995537902327,0.09847161652295923,0.04508498810773396,0.04508498810773396,0.04508498810773396
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,9.462879793200281,0.006336525191959001,0.00280349774523219,0.00280349774523219,0.00280349774523219
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,310.2091465105803,0.38013423524179946,0.08397739195795491,0.06955740456239082,0.0667040195718074
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,149.38456187395192,2.210840731837465,0.3675368807701238,0.35570608036506346,0.3460391019407628
Data,1414872.0,1414872.0,1414872.0,1414872.0,1414872.0,1414811.0,959.0,96.0,95.0,91.0
