,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.998,bbFatJetParticleNetMD_Txbb >= 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.14641540205166362,0.07058164987049968,0.07045829213154728,0.07004028399823603
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,2.789390081080461,1.6506926241629005,1.6483978541244133,1.6435971076990725
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,55.772443815413084,5.85868508840589,5.85868508840589,5.85868508840589
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,29.187353009718905,1.6702525564278659,1.6126143263959718,1.5893256312675972
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,2.8143824576105807,0.06840114687005895,0.06840114687005895,0.06840114687005895
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,7.517721507478444,1.3058380631472382,1.3058380631472382,1.3058380631472382
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,3.5790519143490385,0.9014520203332299,0.9014520203332299,0.9014520203332299
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.003569295632512806,0.00387733279537056,0.00387733279537056,0.00387733279537056
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.03059275487922157,0.010858823007044124,0.010858823007044124,0.010858823007044124
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.002592044515795586,0.0013658737818123179,0.0013658737818123179,0.0013658737818123179
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.08633063745016835,0.01699756624418481,0.014920359090139656,0.014783615414905504
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.5475813777744443,0.24904234177122114,0.248190933324654,0.2412972984641899
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,213.0,21.0,21.0,20.0
