,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_up >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9737,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.994
HHbbVV,1.108127280079604,1.108127280079604,1.1005594143174928,1.0940812392241102,0.09812281439457085,0.06721720328527403,0.06212989865934541,0.062038326745640734,0.06176314646451863,
ggHH_kl_2p45_kt_1_HHbbVV,0.8015758690220187,0.8015758690220187,0.7966181927909652,0.7929251357407407,0.0694954389126683,0.04811290622497098,0.04348371945210371,0.04344735412801767,0.0432514381338612,
ggHH_kl_5_kt_1_HHbbVV,0.8397792227107982,0.8397792227107982,0.8351909835840614,0.8317756967171981,0.049920858933073714,0.0330050750017119,0.03019518909376779,0.03019518909376779,0.030060303716116163,
ggHH_kl_0_kt_1_HHbbVV,1.4337517442784347,1.4337517442784347,1.4226156102926775,1.4129101659183219,0.11519564325009286,0.07792803018283992,0.07120800780310167,0.07100933141763546,0.07082825867901772,
VBFHHbbVV,0.02157241124523907,0.02157241124523907,0.021438896099242835,0.021315873451069035,0.0016035139919945434,0.0011224917870668854,0.0006981380141438764,0.0006961520410311974,0.0006872096703777316,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,11.015595087816134,11.015595087816134,10.992704362069707,10.974097162767547,1.2963430326431902,0.9756052971636965,0.4541547118638231,0.45311171974733566,0.451273407512945,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,18.523340727906472,18.523340727906472,18.47731328698665,18.44388166206678,2.1568203497563134,1.6129567909155593,0.7706646281116907,0.7691642428661583,0.7664377506126054,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.021501518954477026,0.021501518954477026,0.021387774292197015,0.02128691499756289,0.0008898214402485987,0.000598033232265992,0.0003723322430692215,0.0003700464167609117,0.0003700464167609117,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,9.95063113617899,9.95063113617899,9.931050331915193,9.916982995696745,1.1963576979697568,0.8977610988755061,0.4089040661211406,0.4080408159835377,0.40668152160800414,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.05626247636667933,0.05626247636667933,0.05592359011921978,0.05559233902875846,0.004925620477932173,0.0034807060804914938,0.0022712298728426615,0.0022712298728426615,0.0022559564687761506,
QCD,900603.372757249,1219440.0804636534,1208187.047601593,1199914.6854996895,117.75348949633046,21.8250531415681,21.8250531415681,21.8250531415681,21.8250531415681,
TT,76537.02908224265,76537.02908224265,76036.67089183381,75504.25522211792,29.462859822945745,5.474101589888683,5.379508875377503,4.687151796901609,4.207116273362856,
ST,6617.229257123121,6617.229257123121,6568.071623368754,6530.558860743446,3.053028064651355,0.6515245689484095,0.6515245689484095,0.6515245689484095,0.6515245689484095,
W+Jets,12421.273275458932,12421.273275458932,12341.31450378544,12265.115729916284,6.1964797849375355,0.3584676495434992,0.3584676495434992,0.3584676495434992,0.3584676495434992,
Z+Jets,14717.02364266734,14717.02364266734,14601.426751424733,14517.101697865306,4.130507439989655,1.9590271740024,1.9590271740024,1.9590271740024,1.9590271740024,
Diboson,703.6912877316817,703.6912877316817,699.1389217855917,695.3097641927543,0.28002666601210957,0.0,0.0,0.0,0.0,
ggFHbb,138.81856362723408,138.81856362723408,138.12124620347993,137.14696515108136,0.0,0.0,0.0,0.0,0.0,
VBFHbb,40.60062332311162,40.60062332311162,40.47235839402518,40.3369080970762,0.0,0.0,0.0,0.0,0.0,
ZHbb,38.56092725636813,38.56092725636813,38.30734801182328,38.14508043229702,0.01138130942536052,0.005879306153889316,0.005879306153889316,0.005879306153889316,0.005879306153889316,
WHbb,66.232275837835,66.232275837835,65.79568909543664,65.5789510146088,0.015246717288579861,0.015246717288579861,0.015246717288579861,0.015246717288579861,0.015246717288579861,
ggZHbb,5.921431593700421,5.921431593700421,5.88900772329133,5.855043713430598,0.001864938727158969,0.0011226072283970592,0.0011226072283970592,0.0011226072283970592,0.0011226072283970592,
ttHbb,187.9810602386041,187.9810602386041,186.85674951555848,185.63841488932138,0.08591977258696855,0.038463378013992786,0.038463378013992786,0.03478643131994127,0.03083908474501372,
HWW,97.55810924622651,97.55810924622651,97.00857794271565,96.26976864081334,1.0222714563365531,0.2806682212896182,0.2628861685211158,0.24732696328149525,0.23617927886342482,
Data,1331012.0,1331012.0,1331012.0,1331012.0,,63.0,61.0,61.0,61.0,357.0
