,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScore_JER_up >= 0.994,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.994
HHbbVV,1.676130328580837,1.676130328580837,1.6709099393660427,1.6672443971869404,0.19285415781145,0.13451910488355123,0.12121381106836533,0.12104196656901653,0.12046092713206939,,,
QCD,1117757.9198795073,1251971.716351885,1247749.91820995,1244813.4082957197,231.26189237210448,29.432811320070034,28.740021486096303,28.740021486096303,28.740021486096303,,,
TT,114729.52068857195,114729.52068857195,114437.97026728191,114132.08746619607,51.43405773288795,9.19637105005893,9.145781584262966,7.850104091946207,7.55810553221924,,,
ST,9991.097357360093,9991.097357360093,9961.00046905086,9938.240034904185,5.46720059875481,1.0513281373563417,1.0513281373563417,1.0513281373563417,1.0019694498900742,,,
W+Jets,14710.822213085146,14710.822213085146,14670.386968672208,14643.532361751837,11.47469808950843,2.4123896382575953,2.4123896382575953,2.4123896382575953,2.4123896382575953,,,
Z+Jets,21597.004857058182,21597.004857058182,21527.43054513457,21486.385080340002,7.289230034335358,3.5197810594861427,3.4533649487162386,3.3702571410023636,3.3702571410023636,,,
Diboson,936.1606241609028,936.1606241609028,932.1843657435936,930.3708375626252,0.28001420954562,0.0,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.0890706789042,223.6905964784125,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.158353933224,66.05208234932266,0.00781540855142399,0.007053118410133913,0.007053118410133913,0.007053118410133913,0.007053118410133913,,,
ZHbb,63.465766584473805,63.465766584473805,63.28863350654419,63.18969796746182,0.024602574286727314,0.015507135778660433,0.014135285418178172,0.014135285418178172,0.014135285418178172,,,
WHbb,108.86564442012758,108.86564442012758,108.59950330312063,108.482473694838,0.06350984987325499,0.04455091814475135,0.04279068046231905,0.04279068046231905,0.04279068046231905,,,
ggZHbb,9.5080271296301,9.5080271296301,9.48581603967797,9.468074681719918,0.002310667438657394,0.0013790526461439836,0.0013790526461439836,0.0013790526461439836,0.0013790526461439836,,,
ttHbb,312.2634270090423,312.2634270090423,311.30158920167617,310.42204762583594,0.17579671197099242,0.06746150648764974,0.0650490627058511,0.05787645737495916,0.05787645737495916,,,
HWW,150.72907678953348,150.72907678953348,150.30305058855018,149.8340750587529,1.738965157622877,0.5161403207807838,0.4799082109186189,0.4745254805772283,0.452583395745343,,,
Data,1414872.0,1414872.0,,,,97.0,95.0,92.0,89.0,1414872.0,1414872.0,479.0
