,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.18503457328815684,0.12698055081946671,0.11145750091878887,0.11129808115254718,0.1107896496194058,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.1392094425487158,0.0950558684415733,0.08196754776048934,0.08188614269272526,0.08155359683758741,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.10738409239319988,0.07446173353297349,0.06342166950666234,0.06329920172126174,0.06312494120870982,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.2234409964834419,0.15064615142452276,0.13333483882834918,0.13313397533666294,0.13255620935732718,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.003375306129602079,0.0023398104302926196,0.0013715693693888283,0.0013675420665692631,0.0013645854312868007,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,3.4097120848197577,2.5665836773092527,1.0587470739506355,1.0565735910973002,1.0531268520010415,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,5.672516876854665,4.2675753952281905,1.7755654966039118,1.7719315671857838,1.7629804355169385,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.0020749790933599463,0.00147410807338887,0.0009210279984418271,0.0009191665272036647,0.0009191665272036647,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,3.134840243029641,2.356107850778897,0.9561617859748431,0.9542014610824656,0.9495537958954253,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.012036392888286816,0.008791467417316241,0.004941101328528806,0.004927890568992773,0.004927890568992773,
QCD,1126208.5372077704,1204990.9790546382,1200602.6007629426,1197348.6443478006,106.10767465451049,13.854205805670809,13.18602239438457,13.18602239438457,13.18602239438457,
TT,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,47.1203365011871,8.349632361280383,8.349632361280383,7.273576200225079,6.588736354720555,
ST,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,4.118478856881756,1.199266840393097,1.199266840393097,1.199266840393097,1.199266840393097,
W+Jets,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,11.912646755195649,2.92031429251292,2.800356368027708,2.800356368027708,2.800356368027708,
Z+Jets,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,6.571095487302556,2.272064965971795,2.272064965971795,2.272064965971795,2.272064965971795,
Diboson,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,
VBFHbb,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.013628222558284284,0.011305604453147197,0.008614210686277135,0.008614210686277135,0.008614210686277135,
WHbb,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.03757379217574848,0.027710387149073402,0.026498879742142628,0.026498879742142628,0.026498879742142628,
ggZHbb,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.002915977517291701,0.0024521874668023214,0.0021366783226471724,0.0021366783226471724,0.0021366783226471724,
ttHbb,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.14036758480437855,0.0487663256048772,0.0487663256048772,0.046013842386127275,0.04344001170072884,
HWW,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.9578207357180575,0.4952707384347776,0.4508375559022183,0.43122177318732535,0.41155693849864045,
Data,1383108.0,1383108.0,1383108.0,1383108.0,,76.0,75.0,73.0,72.0,356.0
