,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.1840226622603668,0.126302728614953,0.11080149911381001,0.11062056309262035,0.11011213155947895
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.1385475188555772,0.09460391650310085,0.08152010751996808,0.081438702452204,0.08107469061547955
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.10674329546696229,0.07358305116786162,0.06246438979047572,0.06234192200507513,0.0621676614925232
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.2219204787489974,0.1501645768026092,0.13273320618210582,0.13253234269041958,0.13195457671108382
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.003367426067197497,0.002361322447253997,0.0013767139547568143,0.0013726866519372491,0.001369730016654787
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,3.400947416483211,2.561055125466701,1.0542000797113684,1.0520283618942903,1.0486565908977006
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,5.648894633869041,4.2486311282996,1.7615925811668438,1.7579610853132608,1.748820606003728
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.002053146552735851,0.0014595253738027242,0.000905815111469734,0.0009039536402315716,0.0009039536402315716
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,3.120474604330319,2.345366523936557,0.9484857629422514,0.9465602016421908,0.9420344019462868
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.012064865934201753,0.00881219260623584,0.004951795716214324,0.0049385849566782915,0.004937148448816079
QCD,1126208.5372077704,1204990.9790546382,1200602.6007629426,1197348.6443478006,102.25430618871987,9.261211692592646,8.593028281306408,8.593028281306408,8.593028281306408
TT,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,49.871481808127896,9.132121150047833,9.132121150047833,8.056064988992528,7.3712251434880045
ST,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,4.066282223657728,1.0955139400830274,1.0955139400830274,1.0955139400830274,1.0955139400830274
W+Jets,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,11.966636788891122,2.8652385517522037,2.7452806272669923,2.7452806272669923,2.7452806272669923
Z+Jets,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,6.592990370739037,2.240218755078005,2.240218755078005,2.240218755078005,2.240218755078005
Diboson,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903
VBFHbb,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.013628222558284284,0.011305604453147197,0.008614210686277135,0.008614210686277135,0.008614210686277135
WHbb,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.040013146063773763,0.02762996607659346,0.026418458669662685,0.026418458669662685,0.026418458669662685
ggZHbb,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0029565448259718323,0.0024927547754824532,0.002177245631327304,0.002177245631327304,0.002177245631327304
ttHbb,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.1438781772212505,0.0495839808496382,0.0495839808496382,0.04683149763088828,0.044257666945489826
HWW,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.9372588166046578,0.48492670226596873,0.44049351973340956,0.4214631769102785,0.4017983422215936
Data,1383108.0,1383108.0,1383108.0,1383108.0,356.0,76.0,75.0,73.0,72.0
