,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9734,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.18342579539001383,0.1259652512141185,0.11044256960859337,0.11026163358740369,0.10975320205426231,
ggHH_kl_2p45_kt_1_HHbbVV,1.3238501132828857,1.3238501132828857,1.320268693885609,1.317661563936538,0.13852831033949695,0.09454849820854043,0.0814529626425105,0.08137155757474643,0.08100754573802198,
ggHH_kl_5_kt_1_HHbbVV,1.4540657446775804,1.4540657446775804,1.4509117411902488,1.4474730227963224,0.10716945189832003,0.07398116343628736,0.06279049324325912,0.06266802545785852,0.0624937649453066,
ggHH_kl_0_kt_1_HHbbVV,2.1525536887480916,2.1525536887480916,2.1452512033910387,2.140229256085729,0.22130377021856573,0.14992628466990354,0.13255418969194133,0.13235332620025508,0.1317755602209193,
VBFHHbbVV,0.03938444220488589,0.03938444220488589,0.0392446647475824,0.0391236948975489,0.0033660073099228195,0.0023599036899793185,0.0013708091627401828,0.0013667818599206179,0.0013638252246381552,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,3.3959571206785624,2.55705568263992,1.0527458936412968,1.0506115963914209,1.0472398253948312,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,42.97286862414579,42.97286862414579,42.92006974864868,42.88501620424844,5.645714148403038,4.245707416440182,1.759812492755221,1.7561809969016386,1.74701634242399,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.04105557177629756,0.04105557177629756,0.04090476204464955,0.0407915993104881,0.002054880698507045,0.0014623527111669475,0.0009086424488339574,0.000906780977595795,0.000906780977595795,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,23.628855946473465,23.628855946473465,23.603086216191194,23.587709054991066,3.1159930675917282,2.342310530058656,0.946728211777468,0.9448430749414184,0.9403714758035919,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.10023448588249756,0.10023448588249756,0.09991840064110012,0.0996159467238734,0.01203278901105347,0.008791288421400064,0.004944904644860651,0.004931693885324618,0.004930257377462406,
QCD,1126208.5372077704,1204990.9790546382,1200602.6007629426,1197348.6443478006,97.33242390624902,9.261211692592646,8.593028281306408,8.593028281306408,8.593028281306408,
TT,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,49.35876922919176,9.132121150047833,9.132121150047833,8.056064988992528,7.3712251434880045,
ST,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,4.066282223657728,1.0955139400830274,1.0955139400830274,1.0955139400830274,1.0955139400830274,
W+Jets,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,11.966636788891122,2.8652385517522037,2.7452806272669923,2.7452806272669923,2.7452806272669923,
Z+Jets,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,6.4908724890778835,2.240218755078005,2.240218755078005,2.240218755078005,2.240218755078005,
Diboson,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0,0.0,
ggFHbb,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903,
VBFHbb,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0,0.0,
ZHbb,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.013628222558284284,0.011305604453147197,0.008614210686277135,0.008614210686277135,0.008614210686277135,
WHbb,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.040013146063773763,0.02762996607659346,0.026418458669662685,0.026418458669662685,0.026418458669662685,
ggZHbb,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.0029565448259718323,0.0024927547754824532,0.002177245631327304,0.002177245631327304,0.002177245631327304,
ttHbb,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.14332241677061747,0.04902822039900515,0.04902822039900515,0.046275737180255225,0.04370190649485678,
HWW,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,1.9398111911734077,0.4808460815934598,0.43641289906090064,0.41738255623776954,0.3977177215490847,
Data,1383108.0,1383108.0,1383108.0,1383108.0,,76.0,75.0,73.0,72.0,356.0
