,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScore_JES_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9021974589337566,0.8921274934572291,0.051723998553551795,0.03592247889781365,0.032334052338809746,0.03227570066119523,0.03206826784941207,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6606251851799471,0.654055669353281,0.03819203128690105,0.026468197716895243,0.023360370440101034,0.023325046574482963,0.023226504010473263,,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6877389328223249,0.6810698404272066,0.026443156393975695,0.018609667863992353,0.01581296188761055,0.01581296188761055,0.01574904498923456,,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.176818579571213,1.1617121639970687,0.06690756349329786,0.04792530099333019,0.0426044256307041,0.04249102052935022,0.04231502602299693,,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.016919511679774117,0.016710528233663646,0.0007628698399102077,0.0005558782174269392,0.00036340270322380794,0.00036340270322380794,0.00035972443688859796,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.022591570183286,8.993098263152001,0.7387538178956357,0.5546015835486449,0.23743219727815393,0.23691617559280784,0.2358271520301711,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.199677089537838,15.145129783948754,1.2394242084309943,0.9323156893356713,0.3963499101373914,0.3950269065439333,0.3926251291470526,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.01720697227181179,0.017039203791830167,0.00043630062025281957,0.00026253326956160493,0.00015666155294509972,0.00015666155294509972,0.00015666155294509972,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.1076359787108,8.084305121253376,0.6833268537554427,0.5161164913768509,0.21413140797427588,0.21380966877598576,0.21272513000486207,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.045614762720094335,0.045084105521786697,0.0031585406581137974,0.002318021659213881,0.001210438075667284,0.001210438075667284,0.0012045950042773317,,,
QCD,717986.216814939,956785.8146709627,938661.3615136005,924579.0079995885,24.87049132171337,0.0,0.0,0.0,0.0,,,
TT,63126.80979180276,63126.80979180276,62281.26379618576,61419.84821786183,9.951106842723483,2.2346486830619927,2.293786841270713,2.041544687149093,1.967710035623782,,,
ST,5417.824558008516,5417.824558008516,5343.110583081037,5284.0364074716335,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,0.2793657353914413,,,
W+Jets,9487.889178263631,9487.889178263631,9357.72731042376,9249.165805487482,2.375408936617085,0.7507320577341214,0.7507320577341214,0.7507320577341214,0.7507320577341214,,,
Z+Jets,12055.822300436781,12055.822300436781,11862.409496423767,11728.495220567063,1.5299271978027795,0.5908056640597957,0.5908056640597957,0.5908056640597957,0.5908056640597957,,,
Diboson,544.751536187187,544.751536187187,538.0128172568578,533.0567491419495,0.0,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,119.40071843999348,117.91244552095317,0.0,0.0,0.0,0.0,0.0,,,
VBFHbb,32.24173303425971,32.24173303425971,31.963053181455805,31.627848698776596,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.31418583302164,32.04157172822267,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,0.0032189267356106596,,,
WHbb,56.014320595270185,56.014320595270185,55.31129788288006,54.93711011186556,0.002718289506012823,0.0007424570357816126,0.0007424570357816126,0.0007424570357816126,0.0007424570357816126,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.818097766172652,4.7680686559651555,0.0004803233511648919,0.0,0.0,0.0,0.0,,,
ttHbb,156.94119216557863,156.94119216557863,154.9802638394503,152.95156197255415,0.029045538360987656,0.014850319215399147,0.013776414092564325,0.013776414092564325,0.013056311202936365,,,
HWW,80.56791059341468,80.56791059341468,79.61251131832795,78.50954646527252,0.49753313404463534,0.174757072894122,0.16273399205120997,0.1563764621635061,0.14563901086210285,,,
Data,1047903.0,1047903.0,,,,13.0,13.0,13.0,12.0,1047903.0,1047903.0,99.0
