,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9735,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.05395686841321398,0.03739371415256801,0.03375353468639292,0.0336951830087784,0.03347224411273056,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6649531572120448,0.6617354385600798,0.03948874113472458,0.02732959722039441,0.02417426489372443,0.02413894102810636,0.024034227114947248,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6920514447111688,0.6892047021562906,0.027461537998723078,0.019409805525760535,0.016558136665663963,0.016558136665663963,0.016498207584389614,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1863493648635597,1.17930333767202,0.06969355749085093,0.049672926762658706,0.0444667243482947,0.04433315305590049,0.044157158549547194,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017030078444247275,0.016924919012766975,0.0008102339555096127,0.0005968720608814343,0.00039075662684753115,0.00039075662684753115,0.00038707836051232123,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,0.7606034521164914,0.5697334672190051,0.2450177435866281,0.24446880898364093,0.24353640408548402,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.23647158421826,15.20829496277662,1.2773078466442518,0.9577932696290316,0.41056953406471125,0.40906372720039985,0.4067183342137629,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.017299990201845,0.017214419089199705,0.00045933749881980283,0.00028364402682697304,0.00017430037087754564,0.00017430037087754564,0.00017430037087754564,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.123943352838433,8.11286122859791,0.7035959996655311,0.5315014915966687,0.22404469654422915,0.2236797746978064,0.22256299831475307,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.0459311591300662,0.04565497610400018,0.0033350724780305957,0.002440258975619682,0.0012896041058851452,0.0012896041058851452,0.001283761034495193,
QCD,717986.216814939,956785.8146709627,948406.4124347997,941617.267942029,18.334770510232183,0.555839799505896,0.555839799505896,0.555839799505896,0.555839799505896,
TT,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,9.72872668886541,2.0907462006252686,2.1498843588339875,2.0318442393618565,1.9928157643654814,
ST,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,0.7163401517499594,0.2793657353914413,0.2793657353914413,0.2793657353914413,0.2793657353914413,
W+Jets,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,2.2501523577090925,0.584033099334021,0.584033099334021,0.584033099334021,0.584033099334021,
Z+Jets,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,1.73742610861647,0.726310827957098,0.726310827957098,0.726310827957098,0.726310827957098,
Diboson,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0,0.0,
ggFHbb,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.0,0.0,0.0,0.0,0.0,
VBFHbb,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0,0.0,
ZHbb,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,
WHbb,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.00197583247023121,0.0,0.0,0.0,0.0,
ggZHbb,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0005516697729807335,0.0,0.0,0.0,0.0,
ttHbb,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.020666954908011473,0.010147329981436295,0.010147329981436295,0.009193530545118823,0.009077195997621627,
HWW,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.5167646967715677,0.18021677704213074,0.1681936961992187,0.16183616631151485,0.15109871501011163,
Data,1047903.0,1047903.0,1047903.0,1047903.0,,13.0,13.0,13.0,12.0,99.0
