,Preselection,TriggerEffs,QCD SF,bbFatJetPt > 250,VVFatJetPt > 250,VVFatJetMsd > 110,VVFatJetMsd < 150,bbFatJetParticleNetMD_Txbb > 0.98,VVFatJetParticleNetHWWMD_THWW4q > 0.9
HHbbVV,5.985940456390381,2.2464557300226016,2.2464557300226016,2.2464557300226016,2.2464557300226016,1.2266358915865185,1.042746759500921,0.4917163890619314,0.30769392862766526
QCD,120482418.33338255,27624806.586386036,26536587.814206287,26536587.814206287,26536587.814206287,6664211.80738134,4027531.9277637578,26847.9202687912,877.5492070023537
ST,36940.81801543787,16539.71861346745,16539.71861346745,16539.71861346745,16539.71861346745,3962.8194122169307,1923.9603330861562,97.16258903303239,14.936718788541837
TT,521291.09375,224763.46718023554,224763.46718023554,224763.46718023554,224763.46718023554,103666.82454014992,45482.347352589226,3205.066524279362,319.6363921582638
Data,26777891.0,26777891.0,26777891.0,26777891.0,26777891.0,7439057.0,4254906.0,37653.0,2584.0
