,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.9883,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9088022319312213,0.9037950499185726,0.07254652032086466,0.03455667697088424,0.034544182308422725,0.03434657900191472
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.041934826728792,9.02728294983494,0.9891169984927716,0.5726548552948836,0.5718632908527467,0.5693533284221883
QCD,717986.216814939,956785.8146709627,956785.8146709627,948406.4124347997,941617.267942029,82.53340225634744,15.384536559638844,15.384536559638844,15.384536559638844
TT,63126.80979180276,63126.80979180276,63126.80979180276,62714.21430804499,62290.703474200425,19.3550736369372,1.3878325590272438,1.2656802686266901,1.2656802686266901
ST,5417.824558008516,5417.824558008516,5417.824558008516,5380.176293677084,5350.773696634727,1.7118085021724012,0.0,0.0,0.0
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9424.292575831972,9375.118673797197,5.346076729605847,0.31442640362720764,0.31442640362720764,0.31442640362720764
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11968.016139487008,11904.514452147456,2.8724257488847433,0.7215012251334694,0.7215012251334694,0.7215012251334694
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5192000426408,539.5255957808083,0.0,0.0,0.0,0.0
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.02707196890958,119.27175261578469,0.01780286118911661,0.0,0.0,0.0
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.089487243194796,31.921442997500897,0.0,0.0,0.0,0.0
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51666448179822,32.40029638484181,0.009251678599064641,0.002732730526590816,0.002732730526590816,0.002732730526590816
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.69337399997595,55.51504919284625,0.011800466155720743,0.006623596213465831,0.006623596213465831,0.006623596213465831
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.852821845932874,4.827078996358681,0.0005278374577532345,0.00012382488477811367,0.00012382488477811367,0.00012382488477811367
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.9939482895008,154.97672213467678,0.06090529011211779,0.013391031559203983,0.013391031559203983,0.013274697011706787
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.1332628058381,79.59897023669294,0.7605156367269827,0.12968316326422916,0.1254632320375375,0.12102709538822465
Data,1047903.0,1047903.0,1047903.0,1047903.0,1047903.0,207.0,11.0,11.0,10.0
