,Pre-selection,QCD SF,LP SF,bbFatJetPt_JER_down >= 300,VVFatJetPt_JER_down >= 300,BDTScore_JER_down >= 0.998,bbFatJetParticleNetMD_Txbb >= 0.9735,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.998
HHbbVV,0.9147081031687907,0.9147081031687907,0.9147081031687907,0.9086202562710456,0.9032729107620694,0.05422378492128645,0.03713877484176057,0.03709737082845553,0.03688892849589914,,,
ggHH_kl_2p45_kt_1_HHbbVV,0.6688447704532685,0.6688447704532685,0.6688447704532685,0.6650215844188102,0.6616978818114161,0.039519862774929485,0.027195012009233632,0.02717279183687794,0.02703430427116682,,,
ggHH_kl_5_kt_1_HHbbVV,0.6956895087373941,0.6956895087373941,0.6956895087373941,0.6920552540546806,0.6889646563286256,0.02865552758162153,0.020190952330493346,0.020123556605068902,0.019989256678665905,,,
ggHH_kl_0_kt_1_HHbbVV,1.1944766869755938,1.1944766869755938,1.1944766869755938,1.1860618192897887,1.1784620440607205,0.07064591104656359,0.050682987158395414,0.050575332643713694,0.05034557245247945,,,
VBFHHbbVV,0.017115373482989717,0.017115373482989717,0.017115373482989717,0.017030649078712407,0.016911806406707055,0.000710401735441435,0.0005134046808780207,0.0005134046808780207,0.0005097264145428107,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,9.060969753010587,9.060969753010587,9.060969753010587,9.043185519276458,9.02815771027725,0.7626417043028079,0.5762827932987657,0.5753721309416399,0.5730644946063852,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,15.269096111629358,15.269096111629358,15.269096111629358,15.23819151213184,15.21085147798668,1.275918894532285,0.9649768081861405,0.9627792044358876,0.9584778755733893,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0173959132140592,0.0173959132140592,0.0173959132140592,0.01731116970053962,0.01721529909865581,0.0004183546705110716,0.0002586797908313806,0.00025454594759426945,0.00025454594759426945,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,8.138882127595444,8.138882127595444,8.138882127595444,8.124193038879898,8.112651573642607,0.7054311149348407,0.5363354950273672,0.5354028637201226,0.533214997546888,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.04617824244896124,0.04617824244896124,0.04617824244896124,0.04594810143671735,0.04559847624848856,0.002936604028605009,0.0021516468459716826,0.0021516468459716826,0.0021516468459716826,,,
QCD,717986.216814939,956785.8146709627,956785.8146709627,948364.0361544128,941611.8267485962,38.43763216480876,0.555839799505896,0.555839799505896,0.555839799505896,,,
TT,63126.80979180276,63126.80979180276,63126.80979180276,62673.79614323329,62216.48155564703,10.185505900045502,1.5990511203879654,1.516547597350671,1.4427129458253598,,,
ST,5417.824558008516,5417.824558008516,5417.824558008516,5377.353115354821,5346.142315388623,0.790146925016583,0.023092720795648333,0.023092720795648333,0.023092720795648333,,,
W+Jets,9487.889178263631,9487.889178263631,9487.889178263631,9420.543436555281,9370.593747378542,2.4744077687362003,0.8188762732166077,0.8188762732166077,0.8188762732166077,,,
Z+Jets,12055.822300436781,12055.822300436781,12055.822300436781,11963.681352389223,11895.51750751837,1.5632267697762898,0.642510399754137,0.642510399754137,0.642510399754137,,,
Diboson,544.751536187187,544.751536187187,544.751536187187,541.5333279703598,539.5308044193844,0.0,0.0,0.0,0.0,,,
ggFHbb,120.74204174793252,120.74204174793252,120.74204174793252,120.07126024952862,119.40043805803371,0.0,0.0,0.0,0.0,,,
VBFHbb,32.24173303425971,32.24173303425971,32.24173303425971,32.09098572075379,31.915490654706662,0.0,0.0,0.0,0.0,,,
ZHbb,32.70020301080715,32.70020301080715,32.70020301080715,32.51229709989521,32.39048595448399,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,0.0017282926164173262,,,
WHbb,56.014320595270185,56.014320595270185,56.014320595270185,55.68961912767411,55.51113359847001,0.0032032489110863063,0.0015999289769654825,0.0015999289769654825,0.0015999289769654825,,,
ggZHbb,4.8805631912185055,4.8805631912185055,4.8805631912185055,4.850277343583236,4.823413122979026,0.00040401257297512083,0.0,0.0,0.0,,,
ttHbb,156.94119216557863,156.94119216557863,156.94119216557863,155.94705721730352,154.8512284574327,0.02761102987918764,0.012937011715639823,0.012937011715639823,0.012820677168142627,,,
HWW,80.56791059341468,80.56791059341468,80.56791059341468,80.06917628289587,79.44977797155293,0.5476400050455172,0.1866753891784761,0.18031785929077226,0.17149037536981504,,,
Data,1047903.0,1047903.0,1047903.0,,,,18.0,18.0,17.0,1047903.0,1047903.0,103.0
