,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.988,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.18816231200196779,0.08950528784425274,0.08935109737217772,0.0889074839470981
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,3.554139930171088,2.099481127629633,2.096495437403855,2.0901666459863115
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,105.53955656379563,6.62611353355549,6.62611353355549,6.62611353355549
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,50.503547582313466,2.731306589382903,2.6699125807078508,2.646623885579476
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,4.307641728747507,0.10282843946700265,0.10282843946700265,0.10282843946700265
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,13.363533327977892,1.6899686762768131,1.6899686762768131,1.6899686762768131
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,7.178769236948651,1.2944157304591715,1.2944157304591715,1.2944157304591715
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0,0.0,0.0
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.010993381098627852,0.008335283486565101,0.008335283486565101,0.008335283486565101
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.04937587721040026,0.019443600268801462,0.019443600268801462,0.019443600268801462
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.003692083917657591,0.0021513709667879076,0.0021513709667879076,0.0021513709667879076
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.17358324804972342,0.042014721772988026,0.037676307706989494,0.03566109974555855
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,2.0039805900554217,0.31334189750187885,0.31227425150769705,0.3053806166472329
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,374.0,34.0,34.0,33.0
