,Pre-selection,Triggers,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,110 ≤ bbFatJetParticleNetMass < 145,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[1000]->H(bb)Y[190](VV),6.961204616389656,6.448789112121423,5.906486639733126,5.526115664048124,5.313041062870903,3.835130135416178,1.9961164967352438,0.9050195965035875,0.9037247741692898,0.9010389057035317
