,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9995,bbFatJetParticleNetMD_Txbb >= 0.9714,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.676130328580837,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.05054543560377898,0.035650177438720065,0.03559924174252922,0.035373076617462355
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,0.745757139261274,0.5673379636695398,0.5663015608874815,0.5646300537419668
QCD,1117757.9198795073,1251971.716351885,1251971.716351885,1247814.9781850395,1244750.07933536,5.996938673655936,5.341089371734883,5.341089371734883,5.341089371734883
TT,114729.52068857195,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,3.150398075732058,0.22190031990725928,0.22190031990725928,0.22190031990725928
ST,9991.097357360093,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,0.06761134343476857,0.054657661903230986,0.054657661903230986,0.054657661903230986
W+Jets,14710.822213085146,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,1.5323256031169137,0.2012258033488465,0.2012258033488465,0.2012258033488465
Z+Jets,21597.004857058182,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,0.6124942927033304,0.34761108409141106,0.34761108409141106,0.34761108409141106
Diboson,936.1606241609028,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.0,0.0,0.0,0.0
ggFHbb,224.56874142701201,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.0,0.0,0.0,0.0
VBFHbb,66.27722451912622,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0
ZHbb,63.465766584473805,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.0002787393852770451,0.0002787393852770451,0.0002787393852770451,0.0002787393852770451
WHbb,108.86564442012758,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.005836867757869767,0.003899502873655556,0.003899502873655556,0.003899502873655556
ggZHbb,9.5080271296301,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.00021252826610272766,0.00021252826610272766,0.00021252826610272766,0.00021252826610272766
ttHbb,312.2634270090423,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.021898014454031348,0.009621434476881208,0.009621434476881208,0.009621434476881208
HWW,150.72907678953348,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,0.4058796359809593,0.12738887377372451,0.12413744941712328,0.11897543204513958
Data,1414872.0,1414872.0,1414872.0,1414872.0,1414872.0,31.0,8.0,8.0,8.0
