,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.13691588113126413,0.09656811102155236,0.08413961593737773,0.08401959520432385,0.08354253312897031,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2618467256927668,1.2597105355923204,0.10011281135786136,0.06953839141459242,0.05960000750940518,0.059515307630749414,0.059225459522719896,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3290754531862934,1.326456633520162,0.07164770143365777,0.04956338316271827,0.042966904987293685,0.04291364746692922,0.0428357005916662,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1397217826630057,2.134657892688486,0.16786885361603987,0.11548926227048607,0.10060977210398259,0.10049514432829734,0.09970453520393954,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03392488917746438,0.03385106547434957,0.0020216974736900744,0.001518490554402124,0.0008510899330732005,0.0008452805742149296,0.0008341859101203488,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.125595012655942,1.6055882771630727,0.6342916137906608,0.6329910343897032,0.6303635349430641,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.750944180981556,34.72689350102866,3.5866934016439433,2.721378424665131,1.0927665313966903,1.090041876729277,1.0833689173579804,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.034883938631222695,0.034828787476897716,0.001231783314240109,0.0008559497652063652,0.000521674717110857,0.0005215333218230099,0.0005152936429142362,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.88325592507293,18.87195683641766,1.9718826741790996,1.4942078857883445,0.5839378132066626,0.582806705379028,0.5800573519033891,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08863948905629107,0.08838388941581067,0.007664536128697314,0.005593257162896166,0.002994324476875178,0.0029789671009633426,0.0029538084066594106,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,68.9281898230905,6.574897104239912,5.882107270266179,5.882107270266179,5.882107270266179,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,21.319916239181843,3.6336270717895625,3.75029336254596,3.0680668685339536,3.040913786608685,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,3.0302635755073712,0.6894987125411937,0.6894987125411937,0.6894987125411937,0.6894987125411937,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,6.167634261707788,1.0689774014457376,1.0689774014457376,1.0689774014457376,1.0689774014457376,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,3.3702110404659935,1.7318839478612522,1.6654678370913483,1.6654678370913483,1.6654678370913483,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0,0.0,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.009944224636949293,0.004064956912150873,0.0026931065516686103,0.0026931065516686103,0.0026931065516686103,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.030496598057091595,0.021126426496269137,0.019366188813836845,0.019366188813836845,0.019366188813836845,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.08375551859578213,0.03058779614820365,0.028175352366405018,0.025574933744878924,0.025574933744878924,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.1603568177604586,0.3690437879552416,0.33712195911471254,0.33455337435465027,0.32147456762433235,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,50.0,48.0,47.0,46.0,199.0
