,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.6757548522012857,1.6755174017437258,0.13433028354464513,0.09450538825563243,0.08213830578349177,0.08202426295699261,0.08154720088163907,,,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2646782303040833,1.264572593981776,0.09834998785811845,0.06808743230627132,0.05827021332435314,0.05818214022188472,0.05789585305873925,,,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3324796079223353,1.3322927686557362,0.07057654344287165,0.049042364748195816,0.04261047641768104,0.042557218897316576,0.04247927202205355,,,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.14574120877309,2.1453802117397194,0.16583772240180628,0.11463604059544186,0.09972243661146263,0.0995777495167181,0.09885663106758233,,,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03401878632576567,0.034014078043477246,0.0019616421420790018,0.0014818306067049614,0.0008164589502946542,0.0008106495914363834,0.0008030571540739834,,,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.760097256521927,20.759327537372858,2.0819811310385576,1.574479079836141,0.6181988397354756,0.6169303787046909,0.6142524588681688,,,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.78501103778664,34.783889362401446,3.505120114577967,2.6624259670314006,1.0589954138280955,1.0564031267222196,1.0498488110686224,,,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.03499348154814317,0.034986891371333685,0.0012348107309986824,0.0008540138482619146,0.0005195625419919256,0.0005194211467040785,0.0005131814677953049,,,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.899812612265276,18.89899725944025,1.922932615706336,1.4563912172872033,0.5646888646294258,0.5635115322409119,0.560966267654851,,,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08889022380899324,0.08886420846200346,0.007554452869668866,0.0055344718823293945,0.002921059509862568,0.0029057021339507325,0.002880543439646801,,,
QCD,1117757.9198795073,1251971.716351885,1251682.6046422862,1251519.0665727286,67.42391214132638,10.899094750198353,10.206304916224619,10.206304916224619,10.206304916224619,,,
TT,114729.52068857195,114729.52068857195,114706.15876300249,114683.14121694586,21.952646743163285,4.208600715936339,4.158011250140374,3.4926995718987066,3.465546489973438,,,
ST,9991.097357360093,9991.097357360093,9989.024577587452,9987.966441260009,2.784765045271365,0.6894987125411937,0.6894987125411937,0.6894987125411937,0.6894987125411937,,,
W+Jets,14710.822213085146,14710.822213085146,14707.90486347219,14705.855078584122,6.473491693156398,0.9837214996422988,0.9837214996422988,0.9837214996422988,0.9837214996422988,,,
Z+Jets,21597.004857058182,21597.004857058182,21592.713993914025,21589.977951000445,3.5927602953549855,1.8859000398578956,1.8194839290879918,1.8194839290879918,1.8194839290879918,,,
Diboson,936.1606241609028,936.1606241609028,935.6242769877188,935.6242769877188,0.28001420954562,0.0,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.5170485658804,224.45546900141025,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.27546093253595,66.27338743540412,0.0,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.45579974544757,63.45287399754096,0.011187244243864828,0.004276653249084201,0.0029048028886019396,0.0029048028886019396,0.0029048028886019396,,,
WHbb,108.86564442012758,108.86564442012758,108.84087638332325,108.83414264832638,0.0265653580464974,0.020185906466329482,0.01842566878389719,0.01842566878389719,0.01842566878389719,,,
ggZHbb,9.5080271296301,9.5080271296301,9.505625210234324,9.504521809114898,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,,,
ttHbb,312.2634270090423,312.2634270090423,312.18019451465693,312.12908216023584,0.09340973447146267,0.034853474370609136,0.0324410305888105,0.02984061196728441,0.02984061196728441,,,
HWW,150.72907678953348,150.72907678953348,150.68815304215195,150.65286062054875,1.13826468472929,0.3629432474038131,0.3317988108203208,0.3292065951927017,0.31709806683532915,,,
Data,1414872.0,1414872.0,,,,50.0,48.0,47.0,46.0,1414872.0,1414872.0,199.0
