,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_down >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.133750914689125,0.09400815036695664,0.08164511675704914,0.08153107393054998,0.08105300012593043,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2618467256927668,1.2597105355923204,0.09805056826106817,0.06794916810739915,0.05806978938037149,0.05798946883851641,0.05769319336873844,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3290754531862934,1.326456633520162,0.06982954422611601,0.04880959316566423,0.042321069482444025,0.04226781196207956,0.04218986508681655,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1397217826630057,2.134657892688486,0.16506169576911608,0.113893122802385,0.09895403703139771,0.09880934993665319,0.09808361088454898,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03392488917746438,0.03385106547434957,0.0019554278950413995,0.0014604016035872644,0.0008069168752028566,0.0008011075163445857,0.0007935150789821859,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.074195944740765,1.5664954014244414,0.6130763398188261,0.6117757604178685,0.6090366960237912,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.750944180981556,34.72689350102866,3.48959432004545,2.647615206990341,1.0526159181020833,1.0500236309962077,1.0433235074643725,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.034883938631222695,0.034828787476897716,0.0012370473153110496,0.0008493676794239371,0.0005103725237653549,0.0005102311284775078,0.0005039914495687342,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.88325592507293,18.87195683641766,1.9165850953396022,1.4507482896740211,0.5600303385146361,0.5588558437694621,0.556318723038652,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08863948905629107,0.08838388941581067,0.007445308966237721,0.00544845243914438,0.002871845204171646,0.002856487828259811,0.002831329133955879,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,76.23772010436144,6.574897104239912,5.882107270266179,5.882107270266179,5.882107270266179,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,21.29143475548803,3.982156816752777,3.931567350956813,3.4642774581945024,3.4371243762692334,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,2.9250203391173644,0.8038150546612054,0.8038150546612054,0.8038150546612054,0.8038150546612054,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,6.431704559356474,1.087611705501545,1.087611705501545,1.087611705501545,1.087611705501545,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,3.657105601546428,1.9549801676162084,1.888564056846305,1.888564056846305,1.888564056846305,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0,0.0,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.010155920973882623,0.004276653249084201,0.0029048028886019396,0.0029048028886019396,0.0029048028886019396,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.02955607802715194,0.020185906466329482,0.01842566878389719,0.01842566878389719,0.01842566878389719,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.09095126279051503,0.034558599945810405,0.03214615616401178,0.026759807777704724,0.026759807777704724,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.1512427186070946,0.3618072001108562,0.32988537127032713,0.3273619097301293,0.3161394151542487,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,50.0,48.0,47.0,46.0,199.0
