,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMS_up >= 0.9965,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.9965
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.13465968155796476,0.09478876125642917,0.08235923628214328,0.08224519345564413,0.08176813138029058,
ggHH_kl_2p45_kt_1_HHbbVV,1.264909243644536,1.264909243644536,1.2618467256927668,1.2597105355923204,0.09800307034707445,0.06781100550245331,0.05797177232815614,0.05789145178630106,0.057588941830407574,
ggHH_kl_5_kt_1_HHbbVV,1.3326632776423553,1.3326632776423553,1.3290754531862934,1.326456633520162,0.07108139642969999,0.04906377123223328,0.0424780254475584,0.042424767927193935,0.04234682105193091,
ggHH_kl_0_kt_1_HHbbVV,2.1462080925701774,2.1462080925701774,2.1397217826630057,2.134657892688486,0.16589382606716285,0.11483865052197659,0.09985024616097332,0.09970223361734765,0.09901365247704838,
VBFHHbbVV,0.034024377674540085,0.034024377674540085,0.03392488917746438,0.03385106547434957,0.0019579732489313903,0.0014849602981582618,0.0008217642850073749,0.000815954926149104,0.0008048602620545232,
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.76198779204722,20.76198779204722,20.740910849479715,20.727007927656505,2.0794348840168535,1.5717818805181232,0.6156257367501107,0.6143979394149578,0.6119278732891177,
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.78860657736119,34.78860657736119,34.750944180981556,34.72689350102866,3.511532944807463,2.668615549982561,1.0630682855711386,1.0604759984652625,1.053773986156063,
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.03499528349928152,0.03499528349928152,0.034883938631222695,0.034828787476897716,0.0012405442634268013,0.0008612839244906776,0.0005257940716596152,0.0005256526763717682,0.0005194129974629945,
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.901746176077005,18.901746176077005,18.88325592507293,18.87195683641766,1.9249151511133684,1.458337305792044,0.564883796530639,0.5636127760780635,0.5609893700438291,
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08890353276162892,0.08890353276162892,0.08863948905629107,0.08838388941581067,0.007425419319440636,0.005418587661085992,0.002843580898223664,0.0028282235223118283,0.0028030648280078967,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,89.26088885162358,6.574897104239912,5.882107270266179,5.882107270266179,5.882107270266179,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,21.577534639196962,4.0403348848376215,3.9897454190416584,3.3295855301643225,3.3183213920745045,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,2.7835384436916413,0.6894987125411937,0.6894987125411937,0.6894987125411937,0.6894987125411937,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,6.194166774799408,0.9684379148554884,0.9684379148554884,0.9684379148554884,0.9684379148554884,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,3.363896925291385,1.7342566383466542,1.6678405275767505,1.6678405275767505,1.6678405275767505,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0,0.0,0.0,0.0,0.0,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.008498817427943391,0.002619549703144971,0.0012476993426627087,0.0012476993426627087,0.0012476993426627087,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.03213215276328284,0.023545609304316564,0.021785371621884268,0.021785371621884268,0.021785371621884268,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0008216839630774777,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,0.0005522268505756501,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.08780664652794118,0.032933627015060835,0.0305211832332622,0.027920764611736107,0.027920764611736107,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.1385710865305407,0.35979461036535143,0.328650173781859,0.32612671224166123,0.3122905093958799,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,50.0,48.0,47.0,46.0,199.0
