,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.6,bbFatJetParticleNetMD_Txbb ≥ 0.9734
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9790901153021438,1.9741353376747495,1.6549918592335102,1.1178511758854393
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1385454.619714917,1381545.5391913892,147517.12353885177,29827.38979548106
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108596.03805506787,108188.94416321091,17790.055685752493,3098.2169064613863
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8173.542421368004,8153.934084007797,1758.8472841776477,323.6525833756632
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44778.32337141719,44666.99864531666,6645.581901828458,2034.2462711327862
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,715.766317507949,713.451753186686,71.432836773309,36.91193113702646
Data,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,1553508.0,249054.0,44820.0
