,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMR_down ≥ 0.9,bbFatJetParticleNetMD_Txbb ≥ 0.9137,BDTScore ≥ 0.9
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9566096747942927,0.9511902193920164,0.525572760395911,0.47022421463429404,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943552.4935079368,936701.2880493293,15051.437526341972,8461.093192139844,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49221.11449574653,48889.454988424695,2094.978913563159,1182.1964426032557,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3552.173733076492,3532.876000602921,188.53364198441977,107.40472751244153,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22556.427033673514,22436.939271385167,726.7828941505387,442.2006208262615,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.53705082453064,349.14705446532366,6.266283817549768,5.177180843802194,
Data,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,,17640.0,33111.0
