,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMS_down ≥ 0.9,bbFatJetParticleNetMD_Txbb ≥ 0.9137,BDTScore ≥ 0.9
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9566096747942927,0.9511902193920164,0.5237935521733665,0.4683122797396071,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943552.4935079368,936701.2880493293,14793.167085496401,8272.920840311643,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49221.11449574653,48889.454988424695,2112.2573398371087,1192.7958108740577,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3552.173733076492,3532.876000602921,190.24100632338218,108.67256159857213,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22556.427033673514,22436.939271385167,723.0977884200479,438.7221703630287,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.53705082453064,349.14705446532366,6.219006842484428,5.164563722412065,
Data,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,,17640.0,33111.0
