,Pre-selection,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,92.5 ≤ bbFatJetParticleNetMass_JMS_down < 110 or 145 ≤ bbFatJetParticleNetMass_JMS_down < 162.5,bbFatJetParticleNetMD_Txbb >= 0.987,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[900]->H(bb)Y[80](VV),11.199833822663772,10.139730147274992,9.623361796973713,9.355884004680606,1.6119124824322517,0.6419712640140269,0.36796629874610365,0.3669647890216525,0.36414575999351273
