,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_down ≥ 300,VVFatJetPt_JER_down ≥ 300,BDTScore_JER_down ≥ 0.99,bbFatJetParticleNetMD_Txbb ≥ 0.988,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.99
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9792619381639132,1.974470932263776,0.436699356335573,0.20318363326585048,,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1385620.060027939,1381844.5364999783,1057.6961933136695,57.56922145925585,,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108589.01452386696,108173.95597761287,219.971824540746,13.17678038120825,,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8172.9601083355565,8154.12835173251,24.880725916673935,1.7450542503055944,,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44785.10274181382,44678.366987225694,101.16261296058734,13.063242183675754,,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,715.1387886645152,712.5080693401285,0.49829262590622947,0.24553126292888253,,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,,198.0,1553508.0,1553508.0,2492.0
