,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_down ≥ 300,VVFatJetPt_JES_down ≥ 300,BDTScore_JES_down ≥ 0.99,bbFatJetParticleNetMD_Txbb ≥ 0.988,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.99
HHbbVV,4.195008340515057,1.9850190976132749,1.9850190976132749,1.9850190976132749,1.9719867320714408,1.9620534006310506,0.4350217288406051,0.2023648258358548,,,
QCD,3048446.9999554865,1299994.2424323014,1390671.9664265167,1390671.9664265167,1379735.9957377834,1371337.4170357578,1052.610610278095,54.20077359559119,,,
TT,193771.92446254156,108971.33199740764,108971.33199740764,108971.33199740764,108206.36110024157,107369.22111243442,218.07326226938392,12.875222701502516,,,
ST,13841.807461920154,8207.352255699509,8207.352255699509,8207.352255699509,8138.289590959531,8099.425361682121,25.012873028332443,1.5008132849495028,,,
V+Jets,85738.12281680925,44939.42374107139,44939.42374107139,44939.42374107139,44605.648242905925,44374.51295319917,100.40702152478936,13.092962176830095,,,
Diboson,1314.1944037157127,717.9255793045147,717.9255793045147,717.9255793045147,712.4299807768616,707.8092899569892,0.49829262590622947,0.24553126292888253,,,
Data,1553508.0,1553508.0,1553508.0,1553508.0,,,,198.0,1553508.0,1553508.0,2492.0
