,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 350,VVFatJetPt_JES_down >= 350,bbFatJetPt_JES_down >= 400 or VVFatJetPt_JES_down >= 400,92.5 ≤ bbFatJetParticleNetMass < 110 or 145 ≤ bbFatJetParticleNetMass < 162.5,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),12.318654698514928,12.318654698514928,12.295973733596218,12.27299924015545,12.267258609940066,1.8866480349723884,1.011165894232033,0.5164405593832334,0.5161076036841512,0.5143719511681697,,,
QCD,717986.2168149389,956785.8146709631,714183.7122934387,615968.1702424847,534236.9358198404,118583.17553382943,9092.06645793686,205.64609374189683,205.64609374189683,205.64609374189683,,,
TT,63126.80979180278,63126.80979180278,51552.40658402823,43559.983542841306,39844.97146424679,9109.486340953863,597.7850189391687,24.296677753782852,22.202743237105576,21.151173362754875,,,
ST,5417.824558008515,5417.824558008515,4361.068752752759,3819.871731622292,3521.855697590972,809.8125713576343,56.64683246130696,4.757396457352574,4.434893291172006,4.434893291172006,,,
W+Jets,9487.889178263631,9487.889178263631,7663.693473168243,6730.642393715154,6069.305766287863,1326.4405980227125,94.4345948290806,4.680657516727737,4.680657516727737,4.680657516727737,,,
Z+Jets,12055.822300436781,12055.822300436781,9496.976194397968,8352.866691231726,7497.505824419099,3048.9702457143258,1019.2788668186324,32.75857087180134,32.66349200097293,32.5351323241083,,,
Diboson,544.751536187187,544.751536187187,440.36621517608273,397.1988602913971,356.2708525687135,121.91709132558209,42.782623716655,2.2724211085862995,2.1846871197330033,2.1846871197330033,,,
ggFHbb,120.74204174793252,120.74204174793252,97.39743646948253,82.01494622632748,71.89749297075578,14.46379826922668,5.406034680685571,0.06205812997154596,0.06205812997154596,0.06205812997154596,,,
VBFHbb,32.24173303425971,32.24173303425971,26.59309169750412,23.388254219990884,21.445052520144394,4.069518648317816,1.834466438294026,0.05841424048708599,0.05841424048708599,0.05841424048708599,,,
ZHbb,32.70020301080715,32.70020301080715,26.319653747722505,23.831891324818347,21.340808960221036,5.007828113019587,2.540156409860126,0.09028052744790854,0.09028052744790854,0.08930146963048632,,,
WHbb,56.014320595270185,56.014320595270185,44.859328399588755,41.31579435840018,37.07425829551195,7.068813851698291,2.9521861431420797,0.21436884259790634,0.21436884259790634,0.2103125128724837,,,
ggZHbb,4.8805631912185055,4.8805631912185055,3.9494503683419864,3.4627537223512252,3.1662752209215874,0.7728137249876627,0.29609724899999346,0.0073795620856933,0.0073795620856933,0.0073795620856933,,,
ttHbb,156.9411921655786,156.9411921655786,130.92692083412456,111.777819996592,105.38411473235499,22.36893687440273,3.9712304892486285,0.155308404321699,0.14279233902469693,0.13019777861328996,,,
HWW,80.56791059341468,80.56791059341468,67.37046338332074,56.03193342889442,52.46517561431856,11.747888076233199,1.1321329896154892,0.2321181672970049,0.2235495169992713,0.21683387385650615,,,
Data,1047903.0,1047903.0,,,,123461.0,8704.0,408.0,405.0,401.0,786824.0,657428.0,558947.0
