,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
HHbbVV,0.91 +0.46-0.58,+0.02-0.01,0.08505145517053919,0.0003392854701339338,0.018690255340917648,0.08358410062868958,+0.49-0.63
