,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
HHbbVV,0.82 +0.45-0.57,+0.03-0.01,0.09952630787745229,0.00645344414885723,0.028312765232390933,0.1350159403113096,+0.52-0.67
