,Pre-selection,QCD SF,LP SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.997,bbFatJetParticleNetMD_Txbb >= 0.9734,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.706591057896172,1.706591057896172,1.706591057896172,1.7015566173379557,1.6972136772823412,0.18816231200196779,0.12836561347295095,0.128161700040636,0.127583385134101
qqHH_CV_1_C2V_0_kl_1_HHbbVV,25.803125191164327,25.803125191164327,25.803125191164327,25.774035901931246,25.75627430229965,3.554139930171088,2.6928308377905097,2.688881848896001,2.6806117665663804
QCD,1126208.5372077704,1204990.9790546382,1204990.9790546382,1200602.6007629426,1197348.6443478006,105.53955656379563,14.034020656996574,14.034020656996574,14.034020656996574
TT,126178.01663528237,126178.01663528237,126178.01663528237,125736.76451680924,125277.36730359304,50.503547582313466,9.795549916106538,8.542636782271126,7.857796936766602
ST,11213.018738828063,11213.018738828063,11213.018738828063,11169.638460634647,11140.701326371089,4.307641728747507,0.936543392298534,0.9202096923167116,0.9202096923167116
W+Jets,15930.077126498532,15930.077126498532,15930.077126498532,15879.105249841276,15839.028146450515,13.363533327977892,2.836143322062081,2.836143322062081,2.836143322062081
Z+Jets,22772.15825578505,22772.15825578505,22772.15825578505,22686.559702053375,22632.448203335458,7.178769236948651,2.7282163054188397,2.7282163054188397,2.7282163054188397
Diboson,1008.665041486354,1008.665041486354,1008.665041486354,1005.7273485190779,1002.5646524206695,0.0,0.0,0.0,0.0
ggFHbb,223.1087799478259,223.1087799478259,223.1087799478259,222.70977922577623,221.84267517383097,0.033456804525291706,0.0018852928053611903,0.0018852928053611903,0.0018852928053611903
VBFHbb,71.28205035333777,71.28205035333777,71.28205035333777,71.07985098566151,70.91620020246836,0.0,0.0,0.0,0.0
ZHbb,67.12062616739404,67.12062616739404,67.12062616739404,66.94564806851947,66.83746928536593,0.010993381098627852,0.008670762993490766,0.008670762993490766,0.008670762993490766
WHbb,116.35029311753367,116.35029311753367,116.35029311753367,116.05038178984395,115.9228032874135,0.04937587721040026,0.030472523640858295,0.030472523640858295,0.030472523640858295
ggZHbb,10.311005316400479,10.311005316400479,10.311005316400479,10.281565783116413,10.257879490979624,0.003692083917657591,0.002943514108032074,0.002943514108032074,0.002943514108032074
ttHbb,354.83801865944884,354.83801865944884,354.83801865944884,353.44976648602244,352.0183047201511,0.17358324804972342,0.06588869062150496,0.05986095696908968,0.05540866199749444
HWW,172.07437391871363,172.07437391871363,172.07437391871363,171.42603695737873,170.6479795943025,2.0039805900554217,0.5154954740499083,0.49043492569058494,0.4719981547501337
Data,1383108.0,1383108.0,1383108.0,1383108.0,1383108.0,374.0,68.0,66.0,65.0
