,Pre-selection,bbFatJetPt_JER_down >= 350,VVFatJetPt_JER_down >= 350,bbFatJetPt_JER_down >= 400 or VVFatJetPt_JER_down >= 400,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
X[3000]->H(bb)Y[250](VV),31.012878515171767,30.98467162608579,30.942694205091136,30.937042853931366,30.899897604430453,30.792966762439313
