,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 350,VVFatJetPt_JES_down >= 350,bbFatJetPt_JES_down >= 400 or VVFatJetPt_JES_down >= 400,90.0 ≤ bbFatJetParticleNetMass < 110.0 or 150.0 ≤ bbFatJetParticleNetMass < 170.0,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),12.318654698514928,12.318654698514928,12.295973733596218,12.27299924015545,12.267258609940066,1.602870062458545,0.8268558247385337,0.42135347786508537,0.42094291179252497,0.4197556771039694,,,
QCD,717986.2168149389,956785.8146709631,714183.7122934387,615968.1702424847,534236.9358198404,131684.24995544206,10114.770670424368,219.6839960276348,219.6839960276348,219.6839960276348,,,
TT,63126.80979180278,63126.80979180278,51552.40658402823,43559.983542841306,39844.97146424679,10893.997583555592,719.2137819779514,29.121984078620486,26.884290000854072,25.78741177169925,,,
ST,5417.824558008515,5417.824558008515,4361.068752752759,3819.871731622292,3521.855697590972,950.5356886879031,68.79190594529057,5.430890973727626,5.108387807547059,4.967558662453652,,,
W+Jets,9487.889178263631,9487.889178263631,7663.693473168243,6730.642393715154,6069.305766287863,1626.7575451526625,118.88037595304971,5.278926749197571,5.278926749197571,5.278926749197571,,,
Z+Jets,12055.822300436781,12055.822300436781,9496.976194397968,8352.866691231726,7497.505824419099,3478.2449703942143,1170.749890398481,38.75923002412094,38.62600114078042,38.49764146391579,,,
Diboson,544.751536187187,544.751536187187,440.36621517608273,397.1988602913971,356.2708525687135,147.017901510146,49.80995858680254,2.3223958501692508,2.2346618613159546,2.2346618613159546,,,
ggFHbb,120.74204174793252,120.74204174793252,97.39743646948253,82.01494622632748,71.89749297075578,11.15646868465307,3.6624830062073284,0.0721283268551066,0.0721283268551066,0.0721283268551066,,,
VBFHbb,32.24173303425971,32.24173303425971,26.59309169750412,23.388254219990884,21.445052520144394,3.1263663444569145,1.3523512703431009,0.029966462544892686,0.029966462544892686,0.029966462544892686,,,
ZHbb,32.70020301080715,32.70020301080715,26.319653747722505,23.831891324818347,21.340808960221036,4.637342037053802,2.307456118815727,0.06687473752104373,0.06687473752104373,0.06589567970362152,,,
WHbb,56.014320595270185,56.014320595270185,44.859328399588755,41.31579435840018,37.07425829551195,5.58387080763151,2.0614166030428818,0.1458464119850006,0.1458464119850006,0.14225447006679826,,,
ggZHbb,4.8805631912185055,4.8805631912185055,3.9494503683419864,3.4627537223512252,3.1662752209215874,0.7448473300411254,0.2649547761248152,0.006392618042120221,0.006392618042120221,0.006392618042120221,,,
ttHbb,156.9411921655786,156.9411921655786,130.92692083412456,111.777819996592,105.38411473235499,24.543362110858272,3.7180352540069004,0.15934591135780246,0.14686159184849445,0.131953842276524,,,
HWW,80.56791059341468,80.56791059341468,67.37046338332074,56.03193342889442,52.46517561431856,14.08324631495704,1.3567638559783641,0.27370554636266997,0.2651368960649364,0.25823339599670075,,,
Data,1047903.0,1047903.0,,,,138048.0,9867.0,460.0,457.0,454.0,786824.0,657428.0,558947.0
