,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 350,VVFatJetPt_JER_down >= 350,bbFatJetPt_JER_down >= 400 or VVFatJetPt_JER_down >= 400,110.0 ≤ bbFatJetParticleNetMass < 150.0,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),12.318654698514928,12.318654698514928,12.29839718720017,12.27773802809591,12.272812613011945,10.156192000340997,6.351859874562725,3.2232358495527964,3.220022649739806,3.211176392710765,,,
QCD,717986.2168149389,956785.8146709631,726861.2686689944,631733.68895987,548486.0254915995,135165.4732908653,11213.514039955026,396.6604567029958,396.6604567029958,396.6604567029958,,,
TT,63126.80979180278,63126.80979180278,52180.64882571194,44474.013556633756,40779.74481033034,11142.446110784615,743.0191875148112,30.427528416389883,27.004090069262674,26.220319071242564,,,
ST,5417.824558008515,5417.824558008515,4410.108840782719,3887.2354206342284,3588.726731660046,959.7117829017282,71.88122278787615,3.3794145767628136,3.122916049460451,2.9856961880765476,,,
W+Jets,9487.889178263631,9487.889178263631,7766.534060225604,6861.006997181592,6200.111084590705,1003.2826979538971,60.36910007731798,5.280733254106997,5.280733254106997,5.280733254106997,,,
Z+Jets,12055.822300436781,12055.822300436781,9632.876880406508,8529.350203837557,7669.377366625927,1499.125424503604,255.9633433066157,8.55110187927162,8.55110187927162,8.55110187927162,,,
Diboson,544.751536187187,544.751536187187,446.7012941571987,405.6090965809698,365.4378053457647,44.771451611958824,8.949431744384741,0.0817828490005958,0.0817828490005958,0.0817828490005958,,,
ggFHbb,120.74204174793252,120.74204174793252,99.01628386370527,84.05390007921997,73.97794031096234,57.91836730431771,30.000773736623646,0.7566098625968669,0.7566098625968669,0.7566098625968669,,,
VBFHbb,32.24173303425971,32.24173303425971,26.91193918763821,23.83256642772014,21.833140058460792,17.424700723979967,9.570227359124587,0.23262997982437306,0.23262997982437306,0.23262997982437306,,,
ZHbb,32.70020301080715,32.70020301080715,26.726592651811874,24.344331060276595,21.82289402707317,14.816559552526716,7.735010735978529,0.418481071258579,0.418481071258579,0.418481071258579,,,
WHbb,56.014320595270185,56.014320595270185,45.540006597014084,42.10793858660798,37.8562894671351,28.8051780725581,14.709086159778815,1.0802695744273816,1.0789854658441933,1.0724829215729466,,,
ggZHbb,4.8805631912185055,4.8805631912185055,3.999470476936972,3.535557587649001,3.2344200398911394,1.807191812163406,0.8323270234862526,0.03189128853900558,0.03189128853900558,0.03136643119004118,,,
ttHbb,156.9411921655786,156.9411921655786,132.3045815648638,113.85802878364558,107.51272262887578,40.509857667291406,12.527415430759211,0.518265701147252,0.4905642010491887,0.43715629954277235,,,
HWW,80.56791059341468,80.56791059341468,68.00471856066271,57.11598631015099,53.521453867681764,13.915806165794567,0.9130679779518738,0.1362003019074291,0.13241960438266256,0.12557979129592836,,,
Data,1047903.0,1047903.0,,,,136157.0,9295.0,421.0,418.0,412.0,786824.0,657428.0,558947.0
