,Pre-selection,QCD SF,bbFatJetPt_JER_down >= 350,VVFatJetPt_JER_down >= 350,bbFatJetPt_JER_down >= 400 or VVFatJetPt_JER_down >= 400,90.0 ≤ bbFatJetParticleNetMass < 110.0 or 150.0 ≤ bbFatJetParticleNetMass < 170.0,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),12.318654698514928,12.318654698514928,12.29839718720017,12.27773802809591,12.272812613011945,1.6040967393526884,0.8273207604647627,0.42140852865029504,0.4209979625777347,0.41981072788917906,,,
QCD,717986.2168149389,956785.8146709631,726861.2686689944,631733.68895987,548486.0254915995,134944.5409163719,10352.310783724266,219.6839960276348,219.6839960276348,219.6839960276348,,,
TT,63126.80979180278,63126.80979180278,52180.64882571194,44474.013556633756,40779.74481033034,11186.908399854765,736.47354555004,29.81086095686948,27.50108406372963,26.40420583457481,,,
ST,5417.824558008515,5417.824558008515,4410.108840782719,3887.2354206342284,3588.726731660046,968.9366315880426,69.64935701389396,5.430890973727626,5.108387807547059,4.967558662453652,,,
W+Jets,9487.889178263631,9487.889178263631,7766.534060225604,6861.006997181592,6200.111084590705,1661.0107493745945,120.62743056481047,5.463992949778544,5.463992949778544,5.463992949778544,,,
Z+Jets,12055.822300436781,12055.822300436781,9632.876880406508,8529.350203837557,7669.377366625927,3562.499606671101,1198.4903862115752,40.136318168496345,39.888375529772574,39.76001585290794,,,
Diboson,544.751536187187,544.751536187187,446.7012941571987,405.6090965809698,365.4378053457647,151.37234932051223,50.41352549331125,2.3223958501692508,2.2346618613159546,2.2346618613159546,,,
ggFHbb,120.74204174793252,120.74204174793252,99.01628386370527,84.05390007921997,73.97794031096234,11.513595589593853,3.778049491189487,0.0721283268551066,0.0721283268551066,0.0721283268551066,,,
VBFHbb,32.24173303425971,32.24173303425971,26.91193918763821,23.83256642772014,21.833140058460792,3.199799744805499,1.3579736508110374,0.029966462544892686,0.029966462544892686,0.029966462544892686,,,
ZHbb,32.70020301080715,32.70020301080715,26.726592651811874,24.344331060276595,21.82289402707317,4.732226220904479,2.351778386787414,0.06784140958638278,0.06784140958638278,0.06686235176896058,,,
WHbb,56.014320595270185,56.014320595270185,45.540006597014084,42.10793858660798,37.8562894671351,5.730573151040302,2.128391526236449,0.1502719241358654,0.1502719241358654,0.14667998221766304,,,
ggZHbb,4.8805631912185055,4.8805631912185055,3.999470476936972,3.535557587649001,3.2344200398911394,0.7618260429997935,0.27266420976677974,0.006392618042120221,0.006392618042120221,0.006392618042120221,,,
ttHbb,156.9411921655786,156.9411921655786,132.3045815648638,113.85802878364558,107.51272262887578,25.123859402124737,3.776971686274476,0.16171806277102316,0.14923374326171512,0.13432599368974465,,,
HWW,80.56791059341468,80.56791059341468,68.00471856066271,57.11598631015099,53.521453867681764,14.406587283137137,1.3733329531321785,0.27741562542211107,0.2688469751243775,0.26194347505614185,,,
Data,1047903.0,1047903.0,,,,138048.0,9867.0,460.0,457.0,454.0,786824.0,657428.0,558947.0
