,Pre-selection,QCD SF,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,90.0 ≤ bbFatJetParticleNetMass_JMS_down < 110.0 or 150.0 ≤ bbFatJetParticleNetMass_JMS_down < 170.0,bbFatJetParticleNetMD_Txbb >= 0.9883,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,90.0 ≤ bbFatJetParticleNetMass < 110.0 or 150.0 ≤ bbFatJetParticleNetMass < 170.0
X[3000]->H(bb)Y[250](VV),12.318654698514928,12.318654698514928,12.298071978378948,12.277436922852702,12.272657706086584,1.6113179556588824,0.8317899030818727,0.42430020242679956,0.4238896363542392,0.422570991110793,
QCD,717986.2168149389,956785.8146709631,727880.266310517,632115.30730093,549626.1828181965,135090.61312379898,10402.521540853482,216.15757979726015,216.15757979726015,216.15757979726015,
TT,63126.80979180278,63126.80979180278,52255.279739834674,44550.39301842527,40876.84376896758,11285.46931773515,744.6209856438995,29.98751920386645,27.636919610099604,26.507943146215265,
ST,5417.824558008515,5417.824558008515,4415.799992477973,3892.68027836339,3598.9167643023343,977.1447849472266,71.22393141462918,5.571720118821032,5.249216952640465,4.967558662453652,
W+Jets,9487.889178263631,9487.889178263631,7781.8384871973285,6869.498962287357,6212.519484375291,1647.8256103909487,117.88217231985602,5.416680031734052,5.416680031734052,5.416680031734052,
Z+Jets,12055.822300436781,12055.822300436781,9646.246648678436,8533.769054681723,7681.323481188129,3557.544313606522,1193.158791169425,39.695386277562434,39.44744363883867,39.319083961974044,
Diboson,544.751536187187,544.751536187187,446.78802923260866,405.5011528291471,365.8640484595544,150.45559227420267,50.20854105167143,2.3223958501692508,2.2346618613159546,2.2346618613159546,
ggFHbb,120.74204174793252,120.74204174793252,99.14576945184771,84.16636207333235,73.96490471746189,11.390759081150517,3.7745620148571373,0.04162594992971022,0.04162594992971022,0.04162594992971022,
VBFHbb,32.24173303425971,32.24173303425971,26.972717154643558,23.860173930266463,21.844352719648448,3.20561820384545,1.3813356552271792,0.029966462544892686,0.029966462544892686,0.029966462544892686,
ZHbb,32.70020301080715,32.70020301080715,26.769847010639698,24.36607786481803,21.871099911837966,4.698320000541764,2.3480839197464762,0.06859568297198797,0.06859568297198797,0.06761662515456575,
WHbb,56.014320595270185,56.014320595270185,45.585479704827875,42.13095174780474,37.93217245731578,5.72303645006117,2.105989440600704,0.1456641165362007,0.1456641165362007,0.14207217461799834,
ggZHbb,4.8805631912185055,4.8805631912185055,4.003348911376493,3.5368165520777906,3.2407641335023025,0.763433996968001,0.2729257692419509,0.006251040283634208,0.006251040283634208,0.006251040283634208,
ttHbb,156.9411921655786,156.9411921655786,132.4255089511894,114.06437228003733,107.72363022103359,25.260921572202193,3.7898495393866756,0.16111633388734248,0.14863201437803453,0.13372426480606403,
HWW,80.56791059341468,80.56791059341468,68.07356028523593,57.20524247305335,53.644149864781234,14.56265806050573,1.3770483631930617,0.27893312812974974,0.2703644778320161,0.2634609777637805,
Data,1047903.0,1047903.0,786824.0,657428.0,558947.0,,9867.0,460.0,457.0,454.0,138048.0
