,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore_JMS_down ≥ 0.96,bbFatJetParticleNetMD_Txbb ≥ 0.9137,BDTScore ≥ 0.96
HHbbVV,1.226207055855298,0.962836113592311,0.962836113592311,0.962836113592311,0.9566096747942927,0.9511902193920164,0.3499600112273335,0.3138127594528104,
QCD,1025068.5251140338,758372.038498297,951838.4448337916,951838.4448337916,943552.4935079368,936701.2880493293,3981.0575575518656,2112.4182076678317,
TT,60216.68690936446,49536.832979442996,49536.832979442996,49536.832979442996,49221.11449574653,48889.454988424695,671.7983407222785,380.5796401967349,
ST,4318.746371851393,3575.7297900135763,3575.7297900135763,3575.7297900135763,3552.173733076492,3532.876000602921,65.45841687648938,37.43471607051502,
V+Jets,28575.038253779858,22718.400706946682,22718.400706946682,22718.400706946682,22556.427033673514,22436.939271385167,237.09403962327093,138.65803286491385,
Diboson,435.3161593699373,352.5916898055027,352.5916898055027,352.5916898055027,350.53705082453064,349.14705446532366,1.4820448995271611,1.1723401335774875,
Data,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,1028022.0,,5175.0,9737.0
