,Pre-selection,QCD SF,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore_JMR_down >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,BDTScore >= 0.995
HHbbVV,1.676130328580837,1.676130328580837,1.6712036429905937,1.6670538167650584,0.1748839698862491,0.12210302389295832,0.10909248304780941,0.10896460316767118,0.10845078091216959,
QCD,1117757.9198795073,1251971.716351885,1247814.9781850395,1244750.07933536,176.89057854882128,13.17623835521963,12.483448521245894,12.483448521245894,12.483448521245894,
TT,114729.52068857195,114729.52068857195,114375.90267312861,114019.19131760647,39.00218352042033,7.2651881006345445,7.2145986348385795,6.402438758375205,6.136000113919399,
ST,9991.097357360093,9991.097357360093,9956.444147193402,9930.244963807756,4.497445204315414,1.0019694498900742,1.0019694498900742,1.0019694498900742,1.0019694498900742,
W+Jets,14710.822213085146,14710.822213085146,14672.491652608198,14641.631954844934,9.520867401748534,1.8140589894166557,1.8140589894166557,1.8140589894166557,1.8140589894166557,
Z+Jets,21597.004857058182,21597.004857058182,21522.694272012075,21479.126831498128,5.823862324613202,3.1104082217578215,3.0439921109879178,3.0439921109879178,3.0439921109879178,
Diboson,936.1606241609028,936.1606241609028,932.3120773317856,930.6761200627391,0.28001420954562,0.0,0.0,0.0,0.0,
ggFHbb,224.56874142701201,224.56874142701201,224.09132954605533,223.5656191986538,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,
VBFHbb,66.27722451912622,66.27722451912622,66.16198883813554,66.0249915252132,0.0007622901412900761,0.0,0.0,0.0,0.0,
ZHbb,63.465766584473805,63.465766584473805,63.322797344840964,63.235634550720064,0.01923322237062488,0.011580269494020676,0.01020841913353841,0.01020841913353841,0.01020841913353841,
WHbb,108.86564442012758,108.86564442012758,108.63886528171966,108.52664862322723,0.05280028921506811,0.03489455125705827,0.033134313574625984,0.033134313574625984,0.033134313574625984,
ggZHbb,9.5080271296301,9.5080271296301,9.483212575914823,9.46312346044892,0.0018159543661148368,0.001314637897514687,0.001314637897514687,0.001314637897514687,0.001314637897514687,
ttHbb,312.2634270090423,312.2634270090423,311.1744105719533,310.21793216817366,0.12530766197020263,0.050813395464217904,0.04840095168241927,0.04580053306089318,0.04580053306089318,
HWW,150.72907678953348,150.72907678953348,150.22850888691733,149.66583899443282,1.5681655136213908,0.46830586500965166,0.4345999014969912,0.4300358887191951,0.4120278673212911,
Data,1414872.0,1414872.0,1414872.0,1414872.0,,76.0,74.0,72.0,70.0,359.0
