,Pre-selection,QCD SF,bbFatJetPt_JES_up >= 300,VVFatJetPt_JES_up >= 300,BDTScore_JES_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,1.676130328580837,1.676130328580837,1.6757548522012857,1.6755174017437258,0.17200301325837136,0.11961702049338417,0.10666725516723133,0.1065393752870931,0.10602526307195914,,,
QCD,1117757.9198795073,1251971.716351885,1251682.6046422862,1251519.0665727286,176.50300952802388,18.06552901231859,17.372739178344858,17.372739178344858,17.372739178344858,,,
TT,114729.52068857195,114729.52068857195,114706.15876300249,114683.14121694586,39.69349258369002,7.022532692044439,6.971943226248475,6.096597955541643,5.898950907085903,,,
ST,9991.097357360093,9991.097357360093,9989.024577587452,9987.966441260009,4.557929610038908,1.0019694498900742,1.0019694498900742,1.0019694498900742,1.0019694498900742,,,
W+Jets,14710.822213085146,14710.822213085146,14707.90486347219,14705.855078584122,9.464120974891813,1.8911679768644822,1.8911679768644822,1.8911679768644822,1.8911679768644822,,,
Z+Jets,21597.004857058182,21597.004857058182,21592.713993914025,21589.977951000445,5.638372002809465,2.813945581369108,2.7475294705992046,2.7475294705992046,2.7475294705992046,,,
Diboson,936.1606241609028,936.1606241609028,935.6242769877188,935.6242769877188,0.28001420954562,0.0,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.5170485658804,224.45546900141025,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.27546093253595,66.27338743540412,0.0007622901412900761,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.45579974544757,63.45287399754096,0.01818714392975971,0.010534191053155503,0.00916234069267324,0.00916234069267324,0.00916234069267324,,,
WHbb,108.86564442012758,108.86564442012758,108.84087638332325,108.83414264832638,0.053167640580724984,0.03532931294915617,0.03356907526672388,0.03356907526672388,0.03356907526672388,,,
ggZHbb,9.5080271296301,9.5080271296301,9.505625210234324,9.504521809114898,0.001505440292263174,0.0010041238236630243,0.0010041238236630243,0.0010041238236630243,0.0010041238236630243,,,
ttHbb,312.2634270090423,312.2634270090423,312.18019451465693,312.12908216023584,0.1381947055974606,0.056440409335459955,0.05402796555366133,0.048641617167354274,0.048641617167354274,,,
HWW,150.72907678953348,150.72907678953348,150.68815304215195,150.65286062054875,1.5532528863186883,0.4552771164153193,0.42247303036499423,0.4198329104319545,0.4031848994898507,,,
Data,1414872.0,1414872.0,,,,76.0,74.0,72.0,70.0,1414872.0,1414872.0,359.0
