,Pre-selection,QCD SF,bbFatJetPt_JER_up >= 300,VVFatJetPt_JER_up >= 300,BDTScore_JER_up >= 0.995,bbFatJetParticleNetMD_Txbb >= 0.9714,BDTScoreVBF < 0.999 or bbFatJetParticleNetMD_Txbb < 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 300,VVFatJetPt >= 300,BDTScore >= 0.995
HHbbVV,1.676130328580837,1.676130328580837,1.6709099393660427,1.6672443971869404,0.17112972836843607,0.11903663367965327,0.10608765486557346,0.10595977498543524,0.10545200593274062,,,
QCD,1117757.9198795073,1251971.716351885,1247749.91820995,1244813.4082957197,165.3154047967751,16.218321634976864,15.52553180100313,15.52553180100313,15.52553180100313,,,
TT,114729.52068857195,114729.52068857195,114437.97026728191,114132.08746619607,38.992417141534105,6.946443015997278,6.895853550201314,6.020508279494482,5.904102440709157,,,
ST,9991.097357360093,9991.097357360093,9961.00046905086,9938.240034904185,4.497445204315414,1.0019694498900742,1.0019694498900742,1.0019694498900742,1.0019694498900742,,,
W+Jets,14710.822213085146,14710.822213085146,14670.386968672208,14643.532361751837,9.322192536214597,1.7722944782359622,1.7722944782359622,1.7722944782359622,1.7722944782359622,,,
Z+Jets,21597.004857058182,21597.004857058182,21527.43054513457,21486.385080340002,5.945503313405931,2.842135878993446,2.775719768223542,2.775719768223542,2.775719768223542,,,
Diboson,936.1606241609028,936.1606241609028,932.1843657435936,930.3708375626252,0.28001420954562,0.0,0.0,0.0,0.0,,,
ggFHbb,224.56874142701201,224.56874142701201,224.0890706789042,223.6905964784125,0.036758875733498654,0.02215841641627536,0.02215841641627536,0.02215841641627536,0.02215841641627536,,,
VBFHbb,66.27722451912622,66.27722451912622,66.158353933224,66.05208234932266,0.0007622901412900761,0.0,0.0,0.0,0.0,,,
ZHbb,63.465766584473805,63.465766584473805,63.28863350654419,63.18969796746182,0.019305789203126242,0.011652836326522037,0.010280985966039774,0.010280985966039774,0.010280985966039774,,,
WHbb,108.86564442012758,108.86564442012758,108.59950330312063,108.482473694838,0.05603392262899596,0.03707499090049232,0.035314753218060026,0.035314753218060026,0.035314753218060026,,,
ggZHbb,9.5080271296301,9.5080271296301,9.48581603967797,9.468074681719918,0.0018484330480499863,0.001090152248106191,0.001090152248106191,0.001090152248106191,0.001090152248106191,,,
ttHbb,312.2634270090423,312.2634270090423,311.30158920167617,310.42204762583594,0.13497692331577574,0.05711286286621992,0.05470041908442129,0.049314070698114235,0.049314070698114235,,,
HWW,150.72907678953348,150.72907678953348,150.30305058855018,149.8340750587529,1.5441096467824194,0.45580512705335063,0.4230010410030255,0.4207320753591789,0.4040840644170752,,,
Data,1414872.0,1414872.0,,,,76.0,74.0,72.0,70.0,1414872.0,1414872.0,359.0
