,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_down ≥ 300,VVFatJetPt_JER_down ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.987,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.7729882005132653,1.7686549566129344,1.7686549566129344,0.954934590593153,,
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,968941.0782520019,966441.971464012,966441.971464012,887623.0665241998,,
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,89853.5808142767,89514.97842555157,89514.97842555157,83100.06371763811,,
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6694.034010727572,6675.321634129137,6675.321634129137,6214.277593562323,,
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38735.867158510744,38640.14486607253,38640.14486607253,31142.856644955584,,
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,594.437471860919,593.1884522539185,593.1884522539185,425.76765078906084,,
Data,1108730.0,1108730.0,1108730.0,1108730.0,,,1108730.0,1024006.0,1108730.0,1108730.0
