,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.987
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.7726108484418197,1.7683849920081505,1.7683849920081505,0.9548838908377629
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,969133.2699374782,966738.3173294645,966738.3173294645,887960.8993809632
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,89874.47242888014,89593.63713305627,89593.63713305627,83180.92957430106
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6695.143184192203,6679.164687640505,6679.164687640505,6218.076697386523
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38735.5607817707,38656.89023501311,38656.89023501311,31159.685873687737
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,593.2710364467257,592.303383327502,592.303383327502,425.344373499718
Data,1108730.0,1108730.0,1108730.0,1108730.0,1108730.0,1108730.0,1108730.0,1024006.0
