,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_down ≥ 300,VVFatJetPt_JER_down ≥ 300,BDTScore_JER_down ≥ 0.99,bbFatJetParticleNetMD_Txbb ≥ 0.987,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.99
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.7729882005132653,1.7686549566129344,0.3730827981921708,0.1777669835620853,,,
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,968941.0782520019,966441.971464012,777.4993495786443,42.47254645263418,,,
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,89853.5808142767,89514.97842555157,182.73633044827923,13.94780400124299,,,
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6694.034010727572,6675.321634129137,18.745693844053303,2.1626836016065,,,
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38735.867158510744,38640.14486607253,86.08766051277833,17.8430408698896,,,
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,594.437471860919,593.1884522539185,0.7404602092212222,0.33004041863243094,,,
Data,1108730.0,1108730.0,1108730.0,1108730.0,,,,155.0,1108730.0,1108730.0,1729.0
