,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_up ≥ 300,VVFatJetPt_JES_up ≥ 300,BDTScore_JES_up ≥ 0.99,bbFatJetParticleNetMD_Txbb ≥ 0.987,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300,BDTScore ≥ 0.99
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.777411199791604,1.7772031580052154,0.37811266043002323,0.17807607757824995,,,
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,972209.4596754363,972094.3821712572,765.976031543907,45.56086460503112,,,
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,90134.0997981458,90114.97690156937,182.63763677802268,14.392250245957666,,,
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6715.905155278651,6715.293880641339,18.567846215836624,1.8086579519249149,,,
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38853.45903884859,38849.08022271799,86.91650024851194,17.793141552248635,,,
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,595.1852086012651,595.1852086012651,0.7404602092212222,0.33004041863243094,,,
Data,1108730.0,1108730.0,1108730.0,1108730.0,,,,155.0,1108730.0,1108730.0,1729.0
