,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JES_down ≥ 300,VVFatJetPt_JES_down ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.987,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.7677870259233155,1.7599186207019224,1.7599186207019224,0.950034761124831,,
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,965852.0725848947,961164.0996367489,961164.0996367489,882789.5142262389,,
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,89600.2648538651,89036.1209285773,89036.1209285773,82659.27559855115,,
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6672.57814204569,6642.019134725533,6642.019134725533,6183.049853278451,,
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38623.17916412018,38460.502073005395,38460.502073005395,30999.95580929194,,
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,592.0483504431539,589.9776689025207,589.9776689025207,423.8190339791363,,
Data,1108730.0,1108730.0,1108730.0,1108730.0,,,1108730.0,1024006.0,1108730.0,1108730.0
