,Pre-selection,TriggerEffs,QCD SF,LP SF,bbFatJetPt_JER_up ≥ 300,VVFatJetPt_JER_up ≥ 300,bbFatJetParticleNetMD_Txbb ≥ 0.8,bbFatJetParticleNetMD_Txbb < 0.987,bbFatJetPt ≥ 300,VVFatJetPt ≥ 300
HHbbVV,3.0806144918749685,1.777757325359977,1.777757325359977,1.777757325359977,1.772248827616098,1.768541805457045,1.768541805457045,0.9552428660857369,,
QCD,2297339.82909381,1194346.5658664904,972393.0218376687,972393.0218376687,969089.9349097348,966810.203739948,966810.203739948,888019.6610365966,,
TT,139361.71036435151,90162.83808289378,90162.83808289378,90162.83808289378,89915.03598491562,89672.53560228413,89672.53560228413,83255.4696152565,,
ST,9979.986132619777,6717.596659086394,6717.596659086394,6717.596659086394,6698.25249232512,6685.363062453858,6685.363062453858,6224.125095397859,,
V+Jets,63475.58227389368,38860.89721165447,38860.89721165447,38860.89721165447,38740.22114249918,38666.661585838374,38666.661585838374,31167.445003893154,,
Diboson,946.7147595788099,595.6462086965947,595.6462086965947,595.6462086965947,593.2173265485819,592.0154046136107,592.0154046136107,425.50391192054883,,
Data,1108730.0,1108730.0,1108730.0,1108730.0,,,1108730.0,1024006.0,1108730.0,1108730.0
