,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
HHbbVV,0.90 +0.21-0.15,+0.09-0.09,0.08432955911089313,0.00031216552133188184,0.019267112191195014,0.0857128176287486,+0.17-0.07
