,SF,dist,np_unc,sj_pt_unc,stat_unc,sys_unc,unmatched
HHbbVV,0.76 +0.48-0.58,+0.03-0.02,0.09759232512354649,0.012176882530186206,0.03790138371209135,0.1441118071628138,+0.60-0.75
