,Pre-selection,QCD SF,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400,110.0 ≤ bbFatJetParticleNetMass_JMR_down < 150.0,bbFatJetParticleNetMD_Txbb >= 0.988,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,110.0 ≤ bbFatJetParticleNetMass < 150.0
X[3000]->H(bb)Y[250](VV),40.52568795142742,40.52568795142742,40.48202039748671,40.42633942585903,40.42298472685986,33.56141170950623,21.716518413680767,12.21265523610711,12.203735487125817,12.173297124051718,
QCD,1126208.5372077702,1204990.9790546389,1091945.7606505144,1024559.614902489,994860.093500053,241237.3388091292,19258.04426482885,631.8776661858267,631.8776661858267,627.4462521535127,
TT,126178.01663528233,126178.01663528233,115249.30797961362,105300.80068016888,103574.55218929786,28483.40736442792,1757.0661333509584,71.30877529278139,65.53399378516488,62.29011837500125,
ST,11213.018738828068,11213.018738828068,10139.245382361383,9455.75881672,9319.367217913108,2569.855292958915,157.5364640083023,9.732583422398166,9.062964131591528,8.457874066694641,
W+Jets,15930.077126498532,15930.077126498532,14787.432923148239,13939.80342571807,13671.739882108232,2198.12905051932,130.19153678360328,14.014922702325363,13.83880049100276,13.66456128871406,
Z+Jets,22772.15825578505,22772.15825578505,20804.536245281215,19638.241218445477,19229.90900777268,3338.6503813438117,513.1169963802924,21.87600801287168,21.87600801287168,21.87600801287168,
Diboson,1008.6650414863541,1008.6650414863541,936.5008831116431,894.2555389224888,877.8634979574781,87.0921852033706,16.60700105011028,0.5323635132329536,0.5323635132329536,0.5323635132329536,
ggFHbb,223.1087799478259,223.1087799478259,208.33289156365078,190.65762518901835,185.59936905820666,148.97471063835184,76.0973333251986,2.22300020596886,2.22300020596886,2.1883053250255,
VBFHbb,71.28205035333777,71.28205035333777,66.592387452574,62.85331754438323,61.717914287453056,51.35955714434931,28.47072511432614,1.0245037374652937,1.0245037374652937,1.0245037374652937,
ZHbb,67.12062616739404,67.12062616739404,62.14235822019102,59.69679599878178,58.402711940732395,40.50480858644603,21.473530984596326,1.310583538731425,1.310583538731425,1.305010650862524,
WHbb,116.35029311753367,116.35029311753367,107.52238123950228,104.0338996028538,101.85295521217375,79.33260800327567,40.63789162902818,3.4800459923969447,3.4753269343927937,3.466752683416794,
ggZHbb,10.311005316400477,10.311005316400477,9.445825200312884,8.873983845688198,8.728449664449593,4.957999661829448,2.278950341048025,0.11328630516482666,0.11328630516482666,0.11328630516482666,
ttHbb,354.83801865944884,354.83801865944884,321.3613198526908,292.57957663629946,289.49602803657683,113.52460004471097,35.361407060316765,1.5952548583232533,1.436132314863254,1.275059341221382,
HWW,172.07437391871366,172.07437391871366,156.43781012477282,139.5411037699917,137.92819097436129,35.65516752896718,2.008374798681725,0.3181000885927933,0.2740936705987249,0.20720043911874528,
Data,1383108.0,1383108.0,1270702.0,1193818.0,1182302.0,,20275.0,1105.0,1091.0,1078.0,281048.0
