,Pre-selection,QCD SF,bbFatJetPt_JES_down >= 350,VVFatJetPt_JES_down >= 350,bbFatJetPt_JES_down >= 400 or VVFatJetPt_JES_down >= 400,90.0 ≤ bbFatJetParticleNetMass < 110.0 or 150.0 ≤ bbFatJetParticleNetMass < 170.0,bbFatJetParticleNetMD_Txbb >= 0.988,VVFatJetParTMD_THWWvsT >= 0.6,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9,bbFatJetPt >= 350,VVFatJetPt >= 350,bbFatJetPt >= 400 or VVFatJetPt >= 400
X[3000]->H(bb)Y[250](VV),40.52568795142742,40.52568795142742,40.473150080174825,40.408783740514195,40.40348122707436,5.700802978262671,3.0648323141207734,1.7266159278678823,1.7253600564776403,1.7189427825018557,,,
QCD,1126208.5372077702,1204990.9790546389,1082791.3045432647,1010534.5328699123,975982.5535852,237359.75009460168,19015.67649823717,524.489883015279,524.489883015279,523.8721263160152,,,
TT,126178.01663528233,126178.01663528233,114490.2353863148,103920.30786860189,101851.71702963293,28638.979945376843,1841.5586249244043,81.1666496920656,74.1793631093983,72.21156376775244,,,
ST,11213.018738828068,11213.018738828068,10063.814690293584,9333.881158662574,9169.602529867114,2477.1259730044885,150.92668654495648,10.130524735602558,9.525356195578171,8.90231689179694,,,
W+Jets,15930.077126498532,15930.077126498532,14691.806727684198,13777.267658173338,13457.90702673858,3154.2050013482667,231.4157817761194,15.425088847809125,15.425088847809125,15.425088847809125,,,
Z+Jets,22772.15825578505,22772.15825578505,20633.98475649249,19387.760471367154,18906.89524950993,8454.492890994201,2939.094102047595,112.88099105832435,112.77985324133971,112.47288152394906,,,
Diboson,1008.6650414863541,1008.6650414863541,928.2792348935631,882.3386302772958,863.6551975055806,361.20503630092946,127.50936003822977,7.8607047168383435,7.631116289890052,7.12890721048592,,,
ggFHbb,223.1087799478259,223.1087799478259,206.96121335168272,188.11216062010658,182.14359517046486,27.471793065303437,10.165360325391934,0.30852768341341635,0.30852768341341635,0.30852768341341635,,,
VBFHbb,71.28205035333777,71.28205035333777,66.22831484205756,62.021356057605445,60.603962583813285,7.512076339762313,3.3201196949697884,0.17276610809532167,0.17276610809532167,0.17276610809532167,,,
ZHbb,67.12062616739404,67.12062616739404,61.675631496288744,59.011833939231224,57.48892061830066,11.731477493026775,5.655850075663002,0.1723110146444692,0.1723110146444692,0.1723110146444692,,,
WHbb,116.35029311753367,116.35029311753367,106.66396487768547,102.92776097108307,100.33370527348852,14.893845230917718,5.399019467726938,0.4419798362304958,0.4419798362304958,0.44003085149678567,,,
ggZHbb,10.311005316400477,10.311005316400477,9.381778754562763,8.77298922770347,8.603830059714706,1.935145012114947,0.6581383154119078,0.0187119660251172,0.0187119660251172,0.018423408393216982,,,
ttHbb,354.83801865944884,354.83801865944884,319.26690607262464,288.7889140300193,285.10020418113174,65.54419877285164,9.13645246450754,0.39834212844853295,0.3653175112373845,0.3265213421205236,,,
HWW,172.07437391871366,172.07437391871366,155.5646345789582,137.67677353842413,135.75568599415618,38.09241028182697,3.379546596559051,0.8211378242407479,0.796920211121601,0.7757040179437744,,,
Data,1383108.0,1383108.0,,,,289474.0,21780.0,1143.0,1132.0,1121.0,1270702.0,1193818.0,1182302.0
