,Pre-selection,bbFatJetPt_JES_down >= 300,VVFatJetPt_JES_down >= 300,BDTScoreVBF >= 0.999,bbFatJetParticleNetMD_Txbb >= 0.987,0 ≤ nGoodElectronsHbb < 0.9,0 ≤ nGoodMuonsHbb < 0.9
HHbbVV,1.6759612895422047,1.666468234883693,1.6589532192194563,0.029634230508010118,0.015171771673832551,0.015120624855023464,0.015120624855023464
ggHH_kl_2p45_kt_1_HHbbVV,1.2648588173264859,1.2586753580761936,1.2542438025650344,0.024723428759020564,0.012598934489541698,0.012582683078823924,0.012558925322573368
ggHH_kl_5_kt_1_HHbbVV,1.3332206987541166,1.3268342817559162,1.3215964844896422,0.018603353594341458,0.009303368465163006,0.009256795670515013,0.009037556553636583
ggHH_kl_0_kt_1_HHbbVV,2.1451073030732752,2.1322315313998526,2.1214995657305935,0.03782107301401513,0.01856317903449,0.01848503005001051,0.0184411618707125
VBFHHbbVV,0.034040204061650904,0.03384862601096976,0.03369675213511948,0.0026738974420880716,0.0014698974542771961,0.0014698974542771961,0.0014666892210314498
qqHH_CV_1_C2V_0_kl_1_HHbbVV,20.759082011938688,20.717090837124427,20.688288646849628,4.826487438277284,2.929578581447017,2.9262489990883624,2.917534028305269
qqHH_CV_1p5_C2V_1_kl_1_HHbbVV,34.7875735683353,34.71274254480236,34.66443232603068,7.884928772601138,4.802031479719905,4.7960838230933796,4.780466397390598
qqHH_CV_1_C2V_1_kl_2_HHbbVV,0.0349561589792886,0.03473620369665886,0.03460425387072417,0.0013436901615358843,0.0007110563138820235,0.0007082628000380285,0.0007058725084984796
qqHH_CV_1_C2V_2_kl_1_HHbbVV,18.90294126701765,18.86730051427866,18.845342868292377,4.518018842705169,2.771002108760674,2.7678297904177387,2.758928798871077
qqHH_CV_1_C2V_1_kl_0_HHbbVV,0.08896585213302885,0.0884662352365787,0.08800136503926469,0.00965272307519849,0.005287588476233882,0.005281074341576831,0.005254659047574588
qqHH_CV_0p5_C2V_1_kl_1_HHbbVV,11.226364369967204,11.204614525476307,11.189951535303665,2.6459286566317433,1.611635627896603,1.6095208374836176,1.6042108085815894
